"GEL-Bladder_common_SBS13","GEL-Bladder_common_SBS17","GEL-Bladder_common_SBS92+100","GEL-Bladder_common_SBS1","GEL-Bladder_common_SBS2","GEL-Bladder_common_SBS2+13+107","GEL-Bladder_common_SBS92","GEL-Bladder_rare_SBS57","GEL-Bladder_rare_SBS94","GEL-Bladder_rare_SBS23","GEL-Bladder_rare_SBS109","GEL-Bladder_rare_SBS31","GEL-Bladder_rare_SBS33","GEL-Bladder_rare_SBS6","GEL-Bladder_rare_SBS20","GEL-Bladder_rare_SBS4","GEL-Bladder_rare_SBS147","GEL-Bladder_rare_SBS105"
0.000672475860878272,0.00883082709789865,0.00920147810280215,0.0192702620902725,0.000234806513110182,0.0331433335694057,0.00948997416161779,0.0242347938977883,2.72696393021374e-10,0.0132255637993823,0.173114297894711,0.00738891370483146,0.0114436301171355,2.9830253689017e-22,4.26178392231257e-164,0.0205798956092601,0.00840077383628463,0.00816898659001039
0.000271145210101434,0.00375885142673856,0.00821937858476396,0.0140127785601536,0.000324359617323855,0.02047713779934,0.00833133491997771,0.00637730657510747,0.0448521477502137,0.00812760146476498,0.00507702048276485,0.0303332465086517,2.34487596127372e-05,0.00119323458107222,0.00214198602029599,0.010447215145792,0.00620485057497899,0.00661039937915858
0.000150643036621852,0.00152978537861678,1.94002336099932e-20,0.00170556856258723,0.000180522772549647,0.00593051553664458,0.00620358059143906,7.39528742478795e-16,0.0519155465386937,0.00122896898768693,0.00549900205317974,1.08941314025888e-210,1.56476288456322e-05,0,0,0.00727546291663498,0.0004043641785233,0.0324437237157453
0.000270574874491945,0.00499717354376719,0.00521149621988834,0.010199141169511,0.000186017694225271,0.0242198587730633,0.00527298158667464,0.00757056468108194,6.88226543185329e-05,0.00925403372296399,0.0769621892372171,0.0135784448548381,0.00715340562249972,0.00274408406439327,0.00927978480822307,0.00515983429863366,0.00676832720561541,0.00317190220501864
0.00124186074895563,0.00618236238781459,0.00681103328028195,0.0113471164062919,0.000403309203412064,0.0339975277533465,0.0130758566881292,0.00441552656743848,0.0957356967604691,0.000104933827086493,0.0715966372424731,0.0166721146811158,0.0274691094520716,0.0116357076758555,0.0309248474487217,0.0662471863800367,0.00869220112059903,2.36459972412179e-08
0.000565857660660548,0.00505468523398072,0.00634602041206606,0.00629520058447065,0.0003157506778537,0.0259539017430641,0.0127024571023278,0.00615701539668236,0.0950931244915628,0.00902948498856671,0.0048999057567418,0.0132815272505366,0.0159764104350615,0.0206326341143274,0.0292365012745593,0.0507939784868992,0.00249001693146134,0.00223060400785777
0.000301581811337072,0.00243803739392097,0.000297217926055318,0.00132244696938185,0.00015837809157379,0.00549778945521893,0.00483337465067784,0.00157397641330959,0.0267359411955377,0.00198414003072288,0.0050932735958251,1.51409141883488e-28,7.4875073711859e-05,0.0027052442381364,0.00421294431242686,0.017059450615633,4.0899596002495e-169,0.0448748765885341
0.0011105545411721,0.00815639633889261,0.00230151930228468,0.00778307330656683,0.000389174824613715,0.0292949555808777,0.00934784195699414,0.00443025322881664,0.0680096303257152,0.000642553558716297,0.0510556065469876,0.0478065864324867,0.00629952876700233,0.059317124476303,0.121897366952064,0.0412271258593011,0.00119953880377543,0.00126781134250605
0.000769199157541313,0.00472286464706799,0.00157657220958876,0.0160895021665229,2.62113210291411e-16,0.0244059380929907,0.0060979656588727,1.44107439411499e-12,0.0077403610117642,0.000537249617447338,0.0755461062272436,0.0100546952497152,0.0188640060855433,8.27684941540716e-110,0.000774139077936589,0.0112888209952709,0.00157696164105886,7.29065955399318e-10
0.000362876624098014,0.00238924100254515,0.00622674601286255,0.00681495032136764,0.000359490233902703,0.0137922648312268,0.00681539920457582,0.00594105033549597,0.0606172874768935,0.00595729639741949,0.00578775631774691,0.0384190076793341,0.0131292140267516,0.00174779629344882,0.00299273056539992,0.0151670239878909,0.00266053254987127,0.00288410956555231
0.000181294204888168,0.00176764895082087,2.69933999826404e-21,0.0026120297093132,0.000125105357682628,0.00305877047470205,0.00395015316564797,1.81235720502563e-29,0.0310840123711337,0.0025012043556203,0.00236813321886633,1.21389715141439e-209,2.58126794427618e-06,4.52584658210882e-11,1.77933969716636e-15,0.00919918010675732,2.59282323327619e-167,0.0164879270524366
0.000392200728779357,0.00483503197212896,0.00212190460531011,0.0107439656909383,1.66074960072543e-16,0.0184742078394089,0.00277805897120124,2.70943892824493e-09,0.00780573405127364,3.01825626504012e-08,0.0415273617041863,0.0068168078812043,0.0148133306679973,0.00584248857251009,0.0117106439418101,0.00352367621233243,0.00248724742690751,0.00307761895344141
0.0379880612515052,0.00436661626767677,0.0052980435315236,0.0167116534265528,0.00409057808010301,0.0337706813181319,0.00812773383983796,3.60986708695993e-13,1.23479156307715e-09,5.29290967467625e-06,0.0555841134656487,0.0115536512813232,2.76518145247059e-08,3.31611107419599e-58,0.0018029448075518,0.0329712583129521,0.0140495480259861,1.29136431125115e-06
0.014924931061647,0.00558908717538429,0.00447636208541879,0.0121377806367401,0.0018916157760659,0.0293282450620897,0.0106864610096523,0.00356924769659144,0.110975702668481,0.0107504710029211,0.0142427009256955,0.0155042254688193,2.43989077694677e-07,0.00228878973467502,0.00342944788414511,0.0305098735972567,0.0108141289953302,0.00392212455871926
0.00323881565905814,0.00180372460399473,1.21641386085379e-05,0.00253201214899796,0.000467632258034065,0.00519961846158602,0.00289462245347052,0.000130270193473385,0.0121502179883605,0.00485100333808324,0.00460115404415064,0.00146680705912896,0.000258127852131614,6.81660836097095e-54,2.3645834087941e-06,0.0036797002800374,0.00202833329952417,0.0227019031407397
0.020058913579928,0.0109377259413465,0.0019284802335186,0.0312995623942473,0.0018347580844682,0.0451386568938583,0.00691007296315715,8.16223294056611e-15,4.53729378822718e-12,4.20365017759374e-09,0.113531420923558,0.0294816912248804,5.66884753121365e-05,0.0106037491949812,0.0183626139184961,0.0168300784305762,0.0114505662245091,9.1712561235961e-07
0.00303603213595185,0.00720901381437824,0.0102679737497042,0.00448216866781005,0.000749599135248187,0.0136168221322797,0.00131129817661356,0.0103731842949768,0.00279331456457262,0.00646709395878169,0.00387990714006969,0.00300155177870065,9.79309983140906e-08,0.00217067599723489,0.000401442595026957,0.00372732866549851,0.00115055342644358,0.004316993863657
0.000856231792837523,0.00353016006587303,0.00596314280202391,0.00380585148428158,0.000214468573015962,0.00607953765357388,0.000360345255557742,0.00475846823288889,0.00227538420066067,0.00411191106262142,0.000955593364877714,0.00391102074393355,0.000115417898744962,0.000411908335876475,2.39852377204757e-115,0.000970488267778107,0.00342690077172557,0.00178305665596705
0.000161672966190046,0.00222763654956089,0.00229915425878916,0.000612823956860745,0.000445581470143105,0.00377932224270089,0.00035583115859269,0.00154784933246228,0.00500741777399763,0.000208227588053448,1.49675136429244e-33,3.13391572212531e-116,1.40216397604991e-11,1.89534391973772e-05,9.22373763068393e-70,0.000805332433905474,0.00061489636099597,0.120862660477942
0.00355418613097874,0.0134723854518989,0.00984764530416386,0.00546578692999499,0.000267060938433681,0.0117595024626906,0.000882895193842228,8.87104200447772e-05,0.000454465623089824,0.00284749719429897,0.00480374737425729,0.00600654897496241,7.39743206289144e-08,0.00117528082968109,2.44063872063763e-68,1.7948563534416e-15,4.04340031454698e-42,1.42738468201644e-15
0.0035038101646026,0.00263964155621364,0.0129022783884806,0.00137798202523074,0.000804219668406346,0.00922269938890592,0.00191305027521393,0.00451480070186321,0.0192422260177687,0.00564248627247862,4.66595098232051e-10,0.00390749540677367,2.94249982781976e-07,1.54702860230171e-184,0,0.0171716492038375,0.00625557584651185,0.00813248025574643
0.000697203457983526,0.00328734949852674,0.0127506053628685,0.000804056277451434,0.000563553769848977,0.00552554370129471,0.00207615401963293,0.00449123166582495,0.00833269918163227,0.00908930376705186,6.90635003023751e-18,0.00445229716546348,0.000385834322552757,0.000369550529387596,1.19423381934436e-126,0.0106456898405418,0.00480751545358183,0.00824724185155603
5.49141655099309e-05,0.00181329265423879,0.00700494969935865,0.000690265257354869,0.000937148740496489,0.00197560844376367,0.000427381041540295,0.00127816241732819,0.00512156284813826,2.34570914639745e-09,9.65363814701195e-38,0.00153964832376033,2.29357346686495e-15,9.38776091978799e-05,0.000205256930008725,0.00547929621206081,0.0140127712421319,0.0782071334257209
0.00482090128373364,0.00440725372270714,0.0159210669261784,0.00245739205811167,0.000743099078509489,0.0104515326423976,0.00270972480312497,6.93778539718033e-13,0.0135858167064644,0.00748253543199646,0.00172716238318012,0.0098871078510809,1.51115207585511e-07,5.07030317899005e-182,0,0.00649090630682558,0.001816795655296,0.00335364865029886
0.00125498940466955,0.00328053928402364,0.00439997504595835,0.00132216401427706,1.57557134711548e-05,0.00582266713907011,0.00138542451057905,0.0030206909491567,0.00276847691346304,0.0101821071778722,0.00196472122567746,0.00266917082513864,1.50051257453565e-05,0.000411563738676822,5.98883397019665e-05,0.00478681838390544,0.00274491497796032,0.00496116992895277
0.000450883386985792,0.00412591078081882,0.00514947275731308,0.0022034400127563,0.000572444303994884,0.00480829449147509,0.000548143458606338,0.00340076560160947,0.00434400561227873,0.00430104689872731,0.00190662193442777,0.0185652287453219,0.00500266567386019,0.0012887382543983,0.0011677781793957,0.00370487327528144,0.00251018361695394,0.0031359202915008
0.000108201244538385,0.000606690339929745,0.000691426988688783,0.000413377358079523,9.03230991422846e-05,0.00206334896539303,0.000576125170145399,0.00225735503833274,0.00661199182747686,1.45158520001336e-08,1.96633535004615e-69,0.000783402213201567,1.86385585995876e-05,0.000121048567609972,5.69314562121564e-05,0.00279453251705656,4.04337207976946e-44,0.0291518497172024
0.0023280311446182,0.0036312660214863,0.00500530496797712,0.0026113603621682,3.37318722111491e-07,0.008534590011845,6.02758998343216e-07,0.00104555533372401,2.77055384758089e-08,0.00663526969211548,0.00170266141003278,0.00518743957726963,1.25592863487601e-05,0.000704167412006535,8.26588254515256e-05,5.52419994575528e-12,6.36080044992584e-39,0.00320382271214057
0.228845785302757,0.00441528198584902,0.0173171944365901,0.00118676863610767,0.0145426961580017,0.013816010086858,3.67259815401146e-05,0.00267059679649177,0.0229132946028314,0.00714838681112378,0.0220632390968784,3.56056191061425e-05,0.0424410053939568,0.000783447128110276,0.000765095707913948,0.0236294979434066,0.00556134616146566,0.000620055012317117
0.0460994017885839,0.0037946233693281,0.0139378487193998,0.00301273728169484,0.0030602401562329,0.00866292560379822,0.000330881919366595,0.00674672023154356,0.00663222484216692,0.00904758713072885,0.00474849784757525,0.00102986891469071,0.000996320512052548,1.20185994021331e-18,1.2807909744756e-22,0.0165177746389454,0.00275621177693481,0.00555091140290305
0.0103401356501642,0.00102511742487065,0.00394285173016148,8.15876060436945e-23,0.00109867321337402,0.00244019120011001,7.70937077535969e-23,0.00150320158843186,0.0069476666765859,0.000670883434579882,0.00093151071787101,0.004207609830609,0.00950700923477004,6.80048196896503e-05,3.6417570629922e-05,0.00510333734814786,0.00721073585819553,0.0677130488159475
0.287172668841167,0.0102270925595297,0.00438586387991211,0.00513093543765039,0.0190140773368883,0.0359698123521072,0.0114705798718862,0.010777834682308,0.000787189269324276,0.00266960556186763,0.0157131528802372,0.00588380077143828,1.6813530692071e-05,0.00170895993879508,0.000451063294048702,2.4386438814505e-07,3.49553635212258e-05,0.000245965373188592
0.00260163577060405,0.0128369773560404,0.0121046239150949,0.021470616229213,0.0106696341247207,0.0247694416886369,0.0276979984179498,0.0308778839047438,0.0063573231998077,0.01195016442544,0.00406124235027173,1.26800055000545e-10,0.000597841242691842,0.0698185555132297,0.0363309113697307,2.11428886849272e-10,0.0308646779177626,5.33005298004015e-09
0.000442437309287073,0.00508535571988288,0.00674018172696251,0.0145342193707316,0.00245748935890547,0.0106369554859205,0.017317554806843,0.00894441733346233,0.0039967028731091,0.0225568791688572,0.001404596798511,0.00346141594697114,0.0238917581013163,0.0132672198462717,0.0211212833939148,1.28434924485945e-12,0.0129960539254318,1.04405367094983e-11
0.00245629489058305,0.00672976345171481,0.00596436074651411,0.115351590922961,0.00306316408170661,0.00256370024969133,0.0163726959660008,0.0174764272496842,0.0229863460533266,0.00180268137636334,2.87737982200359e-05,0.00125971061930247,0.00120937327928932,0.0984675374464012,0.0259823720083663,8.85850977262854e-06,0.00626068828119688,0.0340825703284139
0.000223547866066012,0.00844005213782105,0.0124985185042375,0.017279543106641,0.00530583367530546,0.0196916006685183,0.0183452357748471,0.0115500511714945,0.00772861688767008,0.0185745164494007,4.1792643638537e-33,0.00428457769710367,0.0231602392404721,0.0136405546965515,0.0146961352474065,3.19139348615042e-17,0.0194709468288546,1.10784477640539e-15
0.00536607003718941,0.00497587042936115,0.00811922308885831,0.0169358681576151,0.0179093825956233,0.0205642595094088,0.044884328668416,0.0157240746544502,0.0147315189576757,0.0423675076998351,0.00539963872515866,0.00770211977612326,0.0147779723515257,0.00830322160843202,0.0164722397320821,0.0061649983610009,0.0316695121375988,6.91945752649321e-05
0.00145649717177523,0.00400271109048549,0.0031060188276587,0.0172777992571437,0.00494528179028581,0.0167936206469009,0.0485164479324748,0.0251353701057535,0.00162652917828344,0.0669148512120163,0.00405104135238729,0.116404251801746,0.0252776080388781,0.0117198617469261,0.0290315030711673,2.63376217025479e-12,0.0203386319119539,0.000904780602675037
0.00249866399445049,0.010702244774648,0.00168076472138761,0.0653077341064135,0.00577756745115869,0.00434632376520501,0.0148475509002314,0.00491892770329051,0.0101399844724585,0.00385097631704523,0.00139643500424691,0.00073793518204891,0.00045549150230705,0.0635305410361965,0.0220986704521825,0.00848570263265106,0.00181761099798717,0.0559000718173953
0.00297619799913094,0.00376972863099213,0.0100361318591011,0.0217744437509297,0.0105938937825682,0.0242782992636126,0.0542646249576956,0.0481845513442351,0.0258371996909088,0.0810527458322362,1.08312875478225e-05,0.0945407719909042,0.0156883575527507,0.0103211352153441,0.0222102259652439,0.000441742491404085,0.0394692495117054,1.93526721388057e-11
0.00315750593239311,0.00543968117238188,0.00941081568988477,0.0188566634392021,0.00771736388714159,0.0158957558331124,0.0135768948129464,0.0114767481305547,1.18098352900867e-05,0.0351561961018675,0.00529932803797303,0.00774649575205989,0.012129143739092,0.0576180923045059,0.0561854150712266,3.85778761254115e-07,0.0157810461153781,8.55926931217354e-13
0.00181820528521306,0.00304329524257687,0.00792310733272663,0.0271509758178192,0.00324162328569767,0.0085574170587518,0.0147174193128867,0.0232122823243836,0.011512217663535,0.0679927878053573,0.00365479664526408,0.00844085225977089,0.0272071084618335,0.0541480721919581,0.0678308972923386,1.02170699370023e-07,0.0127112281471655,4.23897932608341e-19
0.00237050478114738,0.00773038663724752,0.00197518346774105,0.0842093471132487,0.00295954821569188,0.00124794397766364,0.00873701584205096,0.00021558236777101,0.0157907356602252,1.70445987077006e-07,0.0020211554423474,1.31631860898623e-05,0.000112198235951814,0.0931770016031087,0.0357615794516852,0.00472550785230798,0.00094475911826707,0.0191461371055775
0.0021142924073076,0.00245140627548608,0.00887609727641139,0.0282261602597063,0.00426022775400875,0.0132075738348305,0.0183949993872648,0.029805081914983,0.0148562187404234,0.0720367718754386,0.0044021195627377,0.00546844136840288,0.0189491228834297,0.0373974723748368,0.0320329256065133,2.41630183554693e-15,0.0109421719628196,2.39746518136337e-17
0.162758625671329,0.0123099910999005,0.0382108480733617,0.0109435334059599,0.455399509454787,0.0148111523971696,0.0144353135499061,0.000352181645940656,0.000386891464931083,0.00451412567951219,0.0066106490361065,8.24388853096722e-06,0.000272143435878494,0.00949560708012532,0.0157553606234384,0.0203513767625393,4.29465547748671e-05,0.00249053558038597
0.0294989903558374,0.0124449096096909,0.0171619899860633,0.0199681041156469,0.0883517315900639,0.0185839160488996,0.0201051221690109,0.00989719317849234,0.0100693425738758,0.0203194942626253,0.00325877566697325,0.0301804092573698,1.28505487268187e-05,0.0110128922682856,0.0162231425591994,9.38059010474804e-06,0.00742168236761963,1.28161357592955e-07
0.0153127747508358,0.00584570394960611,0.00694567880053809,0.0494712643851029,0.0516454475562637,0.0041182832623425,0.00240103746127537,0.00447711334570067,0.011568750732865,0.00952578205531342,0.000950944541660154,0.00235622848926301,0.000910048103191874,0.0339252569259049,0.00869655284406283,0.00241713292430201,0.00304307680126204,0.0227073615958934
0.0756880612907797,0.00923256126719806,0.0274460025791264,0.0119707469219376,0.241405041544577,0.0336020912894433,0.0247638185735865,0.039402539632941,0.00443292654209502,0.0230885582470204,3.88938566665096e-11,0.0420674842489961,0.00637694399572098,0.0106342759211206,0.011625419268945,3.40841713604622e-06,0.0357906424823197,0.00018216914409772
0.000477145482545061,0.00538094878795399,0.0120783432889167,0.00879668857447897,0.00091825430241022,0.0115055379111612,0.0125616385420527,0.0469757882409825,0.000252244980682501,0.0304824470669985,0.00550307027824869,0.00851268920991389,6.8184114236297e-05,0.00272843996609351,0.00172882296673954,4.16542916678957e-05,0.00358799524757426,2.58084096720777e-10
0.000357214520364849,0.00391283728515203,0.00474901360344072,0.00908847864320271,0.000317573815131404,0.00549518801208729,0.00385433740827761,0.00772824047006724,0.000253420003835964,0.0169314721932658,0.00152793448689742,0.0102098070677919,1.39534325064959e-07,0.00343989802800054,0.00494525365234524,6.82357774985948e-10,0.00591226430829282,0.00135931840606854
0.000255962070297774,0.0017653336710288,0.00716855700024496,0.0061884212840302,0.000413363934868539,0.00931646882064498,0.00930089020354886,0.00995912457692077,0.000162177091544261,0.0145066814295748,0.00307973013547957,0.00274250373568982,9.46602354299124e-06,4.71736882059171e-85,0.000533588664418216,0.0119393176369795,0.00536164083434544,0.00569912659141468
0.0010081892412542,0.00861651586840692,0.00930466367734047,0.0252104507564344,0.000995029770204364,0.0150206056703182,0.00960309053301626,0.0241722031973603,1.44138103823547e-11,0.0386136525437498,0.00522999559889544,0.0176060155489661,1.99482867299106e-07,0.0221213991590789,0.0300874636461687,2.2263624262803e-13,0.00445168992646657,1.10267581775224e-15
0.000231328057273874,0.00641099349768885,0.00289265617356696,0.00080982967607173,0.000388597075606801,0.0103170329977684,0.00708370909113458,0.00260474379395509,0.00419280689665343,3.01413870100085e-07,0.00321833146435789,0.0161312067496227,0.00899266906907867,1.09071646406871e-23,7.01015893669245e-102,0.0223834814290454,0.0090088258779831,0.00348479834454397
0.000189602457935391,0.0106106053871505,0.00331152562684072,0.00351989519873592,3.62437380827221e-05,0.0100745060411629,0.00288989725865562,0.0135778128000864,0.00294293281345989,0.0061250074410196,2.56499064288361e-14,0.0169693818923371,0.00345175315189051,0.00334392947565485,0.00344783257861284,0.0156603919915291,0.00668803754096538,0.00233167131867758
2.14254193980454e-12,0.00694460939277879,0.00615536885749522,0.00088582933038531,0.00020174756131782,0.0105590164823235,0.00913315066867463,0.00195353652563487,0.000238998943830708,0.00551598680385237,0.00251343770695735,0.0213824716457234,0.00618539523800365,0.000248409949135559,0.000543682628620909,0.0481339531087238,0.0142880892771901,0.00926998249489697
0.000290247095506319,0.0240532973212187,0.000569506504866057,0.00389266952453632,6.14004072039001e-23,0.0159531428141617,0.00652921907824955,0.00404662219096988,0.00476684393408124,2.21763415951393e-07,4.26972014602032e-20,0.0278763904951606,0.0230701086177945,0.000713190566163169,0.00192227582498498,0.0282280124706659,0.0025096087446486,0.00265560511589277
4.59934010725474e-23,0.00181833261481884,0.00610202959076572,0.000522402371256015,6.27896218738581e-05,0.00665915779949001,0.00556697127603867,0.00126231201400781,1.02157661291622e-08,0.00237239380813011,0.0010088268931123,0.00143560401230643,0.00172167896294929,0.000540992729418739,0.000858949711660681,0.0128270420261499,0.00265851796609459,1.02993535686355e-07
9.41585028472691e-05,0.0029934964764719,0.00464997582163193,0.00276212956906866,0.000121302532164071,0.0034038452766888,0.00179362198283037,0.00108589454762541,0.00327733783683983,0.00114367313843639,0.000601137405085223,0.00546217338235706,1.67900467601068e-15,0.00234582950952734,0.00499043426873068,0.00282816789342293,0.00239578928036649,0.00154458530036206
1.16546691805436e-12,0.00250269061093041,0.00603994374271297,0.00083498658224464,0.000109486403207219,0.00499050534285445,0.00627201078094942,0.00495118492140118,0.00140980874234304,0.00115735238183453,0.00211169673485678,0.00196109786975247,4.30190342957328e-06,0.00155883295332101,0.00181435004061478,0.022928759303086,0.000238786363756539,0.00414252652756061
0.00016219187278709,0.00461347285432718,0.0053982267501054,0.00282018224622642,2.20167065805017e-16,0.0082829668706352,0.00328617019954849,0.000163044197408134,4.1033610796534e-10,1.1676490143213e-05,1.41720576930269e-49,0.00265325419429033,0.0051063874267211,0.00237449398000869,0.0069398552201894,0.00982179699636523,0.00198967678249759,0.00323102064456716
0.000917364215720312,0.0120876300003132,0.00683202605265003,0.018954357949394,0.000227479545438039,0.01761651473274,0.00791172665638169,0.0300202828671527,5.63507687221238e-05,4.35870317672569e-10,0.0066294204206207,0.0137786305562366,0.0149353583895827,0.00796966311103523,0.00482989694959842,0.0073958744826424,0.0150561869136018,7.039152945974e-08
0.000354713112875978,0.00749947931904272,0.00491890099860434,0.00296158259093099,0.000153662423143844,0.00745811071154883,0.00239141310386076,0.0037384718105501,0.00270784081515837,0.0024862330321123,0.00120596494017094,0.00178127187242053,0.000286498370885597,0.000455011980561641,0.00111920121087299,0.00391457821421186,0.00950014183510882,0.00418446516612559
7.90270191171886e-05,0.00420969034728864,0.00553868017879886,0.00089608868967214,8.83627830491163e-06,0.00524099172033148,0.00608912678332923,0.00403515781762174,1.25549431563116e-10,0.00258576521148351,0.00293461105848528,0.00250534121391236,0.005956686516462,0.000143496998157415,1.17384533298872e-99,0.0142742646586462,0.00788707673012692,0.00620030178803065
0.000602854682712263,0.0189647623056023,0.00612507887986924,0.0127293219403653,0.000447509352559091,0.0168870059002464,0.00681915437098507,0.0787425965927725,3.48451048672623e-08,0.0182211921320385,0.00328275426955407,0.0053646406231553,0.013770508692407,0.0165855778617021,0.00388936768148104,0.0110455321643405,0.0081522981910714,0.00383738855283637
