"ICGC-Head_neck_common_SBS1","ICGC-Head_neck_common_SBS18","ICGC-Head_neck_common_SBS17+18+100","ICGC-Head_neck_common_SBS2","ICGC-Head_neck_common_SBS3+8","ICGC-Head_neck_common_SBS127","ICGC-Head_neck_common_SBS13","ICGC-Head_neck_common_SBS3+16","ICGC-Head_neck_rare_SBS31","ICGC-Head_neck_rare_SBS4","ICGC-Head_neck_rare_SBS33+95","ICGC-Head_neck_rare_SBS33"
0.0039170930248467,0.0121533373675576,6.25297188660512e-12,0.000693775555902449,0.00704866664905819,0.00879156331201855,0.00374803612616666,0.0264776811284618,9.66550937993329e-05,9.13840183000954e-05,0.00209407701454314,0.00282607095502673
0.00232284768475753,0.00504139375327458,0.00199212778780933,1.09208608186769e-10,0.0112120402736513,0.00458126582574822,0.00398554371788312,0.00619178523780528,0.00289361948608349,0.0136958667131455,0.00229178073160034,0.00338384665162895
0.00257121446480498,0.00600567228026112,0.00157745629856943,3.21788262852759e-17,0.00675325382640053,0.000950246896999428,0.00127429015269779,0.00775918657716506,0.00198255923368478,0.0100697037526727,0.00307405560214573,4.59872891842263e-07
0.00198607237922005,0.00305555127814537,4.47285458563343e-09,0.000274290145479647,0.0041672532658206,4.58011593997672e-22,0.00047258259313424,0.00255125964600188,0.00103673965838056,0.00468138571800797,0.00426478465551307,6.22055564728443e-07
0.00229367467101669,0.00870078125930019,0.00298829113025091,0.00243384040407481,0.0111737916798288,0.0117078123806639,0.00366738617922117,0.0217387155275326,0.0104346936210335,0.00407235578371683,6.61065473486983e-06,2.28484270964416e-06
0.00418617779361766,0.00424039816042946,0.00084433797636159,8.7962465257019e-22,0.0081571609227432,0.00144074028185581,0.0016383123283145,0.00442743961523245,6.39962948584647e-07,0.00868949922412756,4.75882530443661e-08,5.3131235355976e-06
0.00296927804304306,0.00180431755838776,0.00120907537226256,0.000344567698503312,0.00523911239037909,0.00332869960338889,0.00121762437907991,0.004138980047486,0.0139960310512804,0.00907268205730478,1.39366138301495e-05,0.00166660011582669
0.000321715664096166,0.00109907680121461,0.000217661187076377,0.000199740678958583,0.00257735124795914,0.000175163059816426,0.000116802212859106,4.05275523624175e-22,3.20536753435774e-06,0.00584419262098538,0.00151038541208372,1.03719294645921e-07
0.00106960762533618,0.00729391974617881,0.00118475975567729,4.0601048182261e-22,0.00542947124614373,0.00488097140839305,0.00271068548314528,0.0100863330174227,0.00561870808954073,0.00196808653521266,0.00517653574740279,0.00364043709618689
8.26261449491102e-08,0.00767111663935873,0.0212514319463144,0.0531070435362669,0.0136710499139698,6.55565288097114e-05,0.19871231939221,0.0199981263025717,0.0170860597306536,0.0165928418585594,9.78799644833942e-07,0.000141895355922436
0.00543103305629462,0.00156034237060579,0.00752585515565955,0.00744266934917131,0.0118323352131282,0.00669433770110773,0.0397854874231798,0.011278693241615,0.00469865558510661,0.0127209119778509,5.18675696410935e-06,5.14681295145267e-05
0.000818009848060795,0.00373110448980885,0.0014487503471115,0.000979755169686665,0.0043461141255011,1.45554870599097e-09,0.0106507182921423,0.000708196398657631,1.52424982492331e-48,0.00150034616379891,0.00219694597866004,7.02213853561899e-12
0.000549368971623906,0.0374090002627781,0.00209115526100151,0.0462633056440281,0.0252098243448907,0.0125795856132514,0.210274240671702,0.0552482657105467,0.0193460257982825,1.52573984071199e-09,0.0291438451207637,0.0289299324220019
0.0274646615536311,0.0166155775274629,0.00937253084181867,0.0131081232505384,0.0264715306737119,0.0166882170518654,0.00313002274146687,0.00833715180919748,3.47343098572707e-07,0.0173009084509499,5.38065787062254e-05,1.22769136762358e-06
0.015173575568854,0.0147730830372576,0.0113907780940818,0.00480949197304286,0.00723650008988014,0.0138445723268487,0.000992724134839001,0.00880645106571249,0.00363224248288238,0.00423519498930279,0.00250381043652713,2.39882978079094e-06
0.100235143744763,0.000890653453498254,0.0447490619103291,0.0252770126298367,6.44680032270066e-05,7.49173484620823e-06,1.03599270393044e-11,0.00466614631593767,0.0454632816364844,0.00640006725648414,0.118310406675785,0.0535612155565946
0.0171424243223141,0.0163448380207258,0.0107144587227811,0.00824900669766445,0.0176553882579113,0.020365272414253,0.00113671020793238,0.0174461206691493,0.00829487604731465,3.44249235177636e-05,0.000902143414561743,4.74589385241471e-08
0.0257362235524637,0.0349365014079099,0.0167528497078873,0.0194964315615543,0.0226928032185619,0.00888527822982193,0.0067904142651941,0.0113539958472773,0.0199068609161959,0.0107063093803322,2.25960491267992e-08,4.87442875750973e-08
0.0174508611990938,0.0379968689698146,0.0197315297639511,0.00898766031954263,0.0180991176704005,0.0146456395830075,0.000861180021413329,0.00829099633391264,0.0800989119504937,5.09799361388926e-06,0.00437302010880424,2.18680249587842e-06
0.0712040988350964,0.0068109606035936,0.0349304306003859,0.0223409483562298,0.00732433947650633,1.02064267709335e-06,0.00130142438747487,0.000214878625175473,0.0274511765116428,0.00432175436803423,0.133163027485714,0.0386495495021006
0.0174700832699808,0.0358436519760625,0.0101836953238356,0.0166397785556209,0.022026049349669,0.0216141983900704,0.00412494625570904,0.0190650428827533,0.0605825771874748,0.0137849630038269,9.91910354238218e-07,3.66437786582523e-08
0.0234897847449603,0.0140829168905215,0.0180208411568752,0.00897939307805799,0.0149503524783172,0.0123580440386036,0.00438531026554795,0.011111949884749,0.0060672424669513,0.0074825437272518,0.000349158036170329,0.0052933327889078
0.0196925278912257,0.0153539420811607,0.0129818456196401,0.00645666292544027,0.0117821789629058,0.00897375060278824,0.00195889115817768,0.012088178597019,0.0177434368739242,0.000207666819546893,0.000667753274688086,0.0123679454574965
0.0853907188175511,0.00184125775097653,0.0424445628402255,0.0212652037649889,9.06141631570916e-05,0.00074311960748573,0.000953855576650349,0.00509186668281954,0.0346631065607873,0.00517220648040186,0.106881344578618,0.0367257487506083
0.0192618115640734,0.0188937111369738,0.0046297345952806,0.0128311545997661,0.010417395227284,0.0131009194490016,0.00255819837091978,0.0154015392967744,0.000385943180551358,6.07041309894721e-06,2.29350753056405e-08,8.44411977625177e-07
2.82502852415385e-06,0.00756468398422823,0.0752495818311546,0.295309429180231,0.00872124804007813,0.0184430929844539,0.222907421937187,1.22064279666618e-05,8.28625646098354e-06,0.0173437326576406,0.00197570222919411,0.00205772727162154
0.0142066027384439,0.0526783622364465,0.0391491528893745,0.0687202274982607,0.0143926498529512,0.0312057253681951,0.0427898853149996,0.0115947391605745,0.0225876637837813,2.2947726912381e-20,3.22520684868491e-05,0.00210270486444499
0.0529827971845543,0.0125249833031109,0.020928831165809,0.0484940857788382,0.000458916166905712,1.59678838140511e-06,0.0254954528222132,5.7001162830615e-09,0.000209699034830728,4.76221865059205e-24,0.0500699456951219,0.00100962163921694
0.00926799139547594,0.0321743268177456,0.0618162515687212,0.164901619422362,0.000295459160577195,0.0304920979628304,0.103608747105911,0.0138691733106157,0.0416413556773208,0.0102468622937746,0.00491185498214584,0.0251994105634049
0.00250903367112997,0.00779504953395377,0.00339152509165853,0.0019000712769759,0.00395984045519409,0.0414497119796548,0.00115417424979025,0.0128344125474565,0.00438820646704146,0.0145205519511625,0.00584908545240216,0.00262885112816814
0.00627386933160015,0.00337968188998529,0.00295680950611915,0.00186851654926822,0.00772202329267379,0.0257733324565869,0.000517208233403001,0.00176419227319691,0.00246512978535967,0.00156225568263102,2.85294919698331e-14,0.00250331032218026
0.00580333006252094,0.0017062374512234,1.36113271791514e-14,0.00217666084078693,0.00656600081673467,0.0167379584982563,0.00055837012814845,0.00979941697020801,0.0069122227525766,0.0140561986351783,7.82156841905333e-07,1.4748855663772e-11
0.0113256447604079,6.04290296834586e-15,0.0116058302987547,0.00323216672422946,0.00968643410141701,0.0552156422866086,0.00166329700339144,0.00866943926160837,0.0133675477045999,0.00570712477670647,0.00725376440348351,0.0117582362980865
1.1434324584411e-11,0.00412245547387621,0.000210508292631525,0.000762297873308363,0.0113758626066995,0.0140380920055827,0.000373569955056195,0.00763416806100419,0.0246666042648064,0.0170615564199745,0.00845521559932129,0.00351523216452875
0.00154781114805828,0.00707460438246322,5.38533162161551e-22,0.00145885943595136,0.0138234714971105,0.0170916583854125,0.000638531513561131,0.00399730479054643,0.0264655875361835,0.00968523001865212,0.00470427885994436,0.00397882378631057
0.000893423266529375,0.00665465431172931,0.000238097968043322,0.0012331687192206,0.0144558377999078,0.0114011625093947,0.000420544184232666,0.00662608488772491,0.0199251189978714,0.0310745911397992,0.00674137779985458,8.35997862854074e-05
5.2109115393619e-18,0.00572511430105305,0.00523444704052165,0.00344333659364678,0.0229223779849133,0.0280046694157622,4.97803154379308e-14,0.00201101376848239,0.0251071367533427,0.0120571314311001,0.00650271100799678,0.00318706906025624
0.00055838254459863,0.00547235080507242,6.57051823232136e-16,0.00113615016647892,0.00641812474014949,0.00728920086825749,0.000120569931065531,0.00278433094408904,6.63933299959194e-12,0.0128244191776634,0.00677281658613571,0.00125943918616971
0.0039770890577139,0.00350014864412341,0.00210371357956065,0.000632875256536757,0.00565682408755559,0.00560519927496402,2.85151693189837e-22,0.00381843248720683,0.00315691760687906,0.00220566653787488,1.14925954841351e-07,2.01853261468333e-06
0.00125304438645727,0.00802029087301466,5.38533162161551e-22,0.0014873578139328,0.00710848992328268,0.00508807863237859,0.000287635444970909,0.00217746193695701,0.000120308976561097,0.0148463869379894,0.00326006485193412,0.0021324858846462
0.00196787439399537,0.00312362737539569,1.0535278227713e-05,0.00115275139332479,0.0112777062636255,0.00983787796788379,0.000343174829489963,0.000833070268010845,0.00138270852648568,0.00639012181830259,0.00353379758642661,0.00621469693946302
0.00900655077605716,0.00267674938111785,0.0198405839159542,4.0601048182261e-22,0.0194139656068969,0.0178473017619128,0.00100729069372242,0.00974904036503878,0.00965456741727766,0.0118543774458768,0.00365188447629711,0.0072526414936936
0.00206684654284638,0.00551917648179375,2.90303142726786e-08,0.00186523545941261,0.0119048694996138,0.0139828136816851,0.000444699553315756,0.00404498845596638,0.00808316752196869,2.56203772893552e-06,2.47308375012554e-17,1.10923494896532e-09
0.00186044321805648,0.00316329830815064,0.00135377587517093,0.000794512238142372,0.00848155320878671,0.00605314751940172,0.000621795426263713,0.00536840502449917,0.00662206233577691,0.00983802915786855,0.00256561646689482,0.00158527772191824
0.00415041121725339,0.0107113107925308,0.00906171081658861,0.00194719461857301,0.0261237634144216,0.025264348562372,0.00073955009418639,7.12801661831386e-10,0.012315809288867,0.00466497929035608,0.0226456028155666,0.00864011081709426
0.00489255605172612,0.0133089059688902,0.00362734576510212,0.0101271399981198,1.42802646765854e-13,0.0603315221678004,2.85151693189837e-22,0.0749337121390963,0.0124237569386085,0.020726120253213,0.0155230315635581,0.00203647819868971
0.00729386227816356,0.00280614496648251,0.00219166379060349,5.82055809454756e-16,0.00645044985152907,0.00862182801234043,0.000884547711537684,0.00631160613703931,0.00317233971561636,0.00168715894144888,0.00500054686505125,0.000136267463072015
0.00626045236299981,0.00642211820852157,0.00126213453264113,0.0049087329926515,0.0166956710370313,0.0147450105967961,0.000279153336037373,0.02201209776856,0.000745908501450635,0.0137582308592395,0.0257427292625501,0.0532788210668209
0.013250741493507,0.00963243987972722,0.00285510609394544,0.00824616304240179,0.013856578728894,0.0387427654189146,0.000517507152743377,0.0361514709077387,6.1823930542922e-13,2.1349221157174e-07,0.00800741764385665,1.49382277516005e-12
0.00440711376685934,0.00512981161694326,0.00466610447941042,0.00120002678992106,0.0105837248974148,0.010768749113173,0.00073981162018015,0.0120910294807244,0.00959039159596771,0.0171461427854968,0.0123086684579557,0.00872074041523211
0.00785054493500311,0.00461407207201936,0.00800334328900515,0.00218661995484654,0.0120710066265839,0.00666223718850585,0.000526808113379985,0.00809070221720141,0.00258114735706331,1.15701409580772e-07,0.0211533930293355,0.0205087453355649
0.00638063387382211,0.00425925674056594,0.00515939764120255,0.00236838203629842,0.0140463461736178,0.0036944829600899,0.000581519023785162,0.00566264654066247,0.0135181887058722,0.0123258640285139,0.0166700762942154,0.0271415674764827
0.00406880543021846,0.00757164757952102,0.0208076283670524,0.0030780284326134,0.0166246968888237,0.0134604444258243,0.000378876508891204,0.0169718569968153,0.0181688590491966,0.00230795913759602,0.00147387194916002,2.10925899983113e-12
0.0114165470518636,0.00088827912666901,0.00703743210236289,0.00360887998509713,0.0112116834802129,0.0125034263676159,0.000498537007292135,0.0112829793682873,0.00134462197614705,0.0119178390825597,0.00770498955975088,9.24800908675598e-05
0.0101494001410393,0.00148356520980483,0.00683441580149522,0.00187310563111146,0.0068714810419138,0.00680239425827403,0.000436347340978482,0.00553998857749528,0.0170849249956603,1.2255523601086e-13,0.000108802131594275,2.35128847245073e-05
0.00832955126192464,0.00236719154839626,0.00403742502656013,0.00392228358560993,0.0106647212847437,0.0041078600065375,2.85151693189837e-22,0.00590568848781753,0.000318085360596025,0.00687007116710971,0.0571970730094353,0.167338184344865
0.0128379418181087,0.00518969569289473,0.00461123748211109,0.00559090468412935,0.0105814136201606,0.0178058875354202,0.000434581409733249,0.00743992846719476,5.05979611266294e-10,0.00268655951460095,0.00318288865338291,8.51130328656331e-09
0.0113033942139464,0.00602814848626005,0.00683899401379995,0.00255388775682003,0.0122963071561956,0.0171952026793369,0.000342279037412196,0.0143537964484566,5.72774082952665e-18,0.0101308385377836,4.50563083981814e-11,0.00385504985126145
0.0118225022588078,0.00463805617387442,0.0108248328882461,0.000940171257275852,0.0138384923410584,0.00843555648383459,0.000307462501822032,0.0054127966450711,3.26408435627017e-06,9.7324616537779e-16,0.000122257905381747,0.00499831260342301
0.00548169901706792,0.00462509138782247,0.00441537215921632,0.00307603214209751,0.00947152526937877,0.00312071926223659,0.000139693026989233,0.00900520563547487,0.00202596938820691,0.00279118619201949,0.124227045288058,0.272721550782494
0.0148141396018301,0.0067348225598254,0.0166115217616114,0.00151245072944401,0.0160888821127268,0.0205835628906576,0.000864205730515155,0.0123752059825282,0.005858057504743,0.000360320561685303,3.38011225981853e-10,1.57853964961405e-05
0.00243569738440109,0.000548819019264708,0.00403767348288931,4.66544407573708e-07,0.00299331923476924,0.00988003968385084,0.000483286645538864,0.00644893753218082,0.001417215296124,0.00248357365770108,0.00125014604685665,0.00334732267460755
0.00121613245568052,0.000673748395434582,0.00318407824831741,0.000106958301091121,0.00227716811559567,0.00139527645459434,0.00028051160622898,0.00262492132387806,0.00187836666953383,3.03882519055659e-20,1.18870521813752e-21,0.000977616226067463
0.0017504767449531,0.00454865319648736,0.00124388445288067,0.00102673598684892,0.00672320979756093,0.0031110830431841,0.000198189202647704,0.00557892368256357,0.00465288841032502,8.35807165485977e-12,0.00594475991872799,1.24191663962691e-08
0.00417729436744793,0.0042631251033454,0.0178298164553266,0.00129821038488169,0.00634946902537715,0.00309838457448626,0.00051878107715781,0.00733298823608939,0.000355876383268417,2.62010718929615e-33,0.00529348482368788,0.00121874146429548
0.00294300964845555,0.000854130657286425,0.00316140661708039,4.0601048182261e-22,0.00442432971946588,0.00119005287405,0.000163650591419436,0.00484319940251017,0.000930896179563512,0.00130251659598011,0.00170031693464171,0.00143404666051697
0.000744429439805106,0.001515205206288,0.00570458968251523,0.000674503232459447,0.00563535590677827,0.00333588350346754,0.000157511299032614,0.00508382406762749,0.00231726467233369,3.25706562337716e-25,0.0055705013765932,0.00238483233327978
0.00377114952249229,0.00429795190642971,0.00843899434631855,5.33336553811699e-17,0.00804358686978126,0.0022494102397383,0.000637671848746007,0.00712478601558054,0.0054285956167066,0.00339710274470856,1.49699905353753e-15,0.00249127559288873
1.36770831042956e-14,1.04864214857997e-07,0.0732348114156328,0.00349975337313264,0.0139554293690426,0.00619450287975716,7.13976858042835e-20,0.00620903278243402,0.00404626913864601,1.76334112196594e-16,0.00305490619177425,0.00267008670041687
0.00193114182492449,0.000321953793496338,0.00021374330310489,4.0601048182261e-22,0.0050642606695113,0.000728528442485325,0.000144875423954705,0.00154648824521979,0.00244121287296227,0.00103888936331033,4.72043325550827e-15,0.000516700314781159
0.00121735017319471,0.0018755073178463,0.00233944757652456,4.0601048182261e-22,0.00209512871454408,0.000442924320757988,0.000175401865157453,0.00133581805292093,0.00416643371403548,6.77128226031389e-17,0.001336187532388,0.00223821186923801
0.00389761594289319,0.00299557120167668,0.00140663139328615,0.000539244515416814,0.00557537025570939,0.00107701740686601,0.000460579848669805,0.00418856210219313,0.00446948418800311,0.00262004705718452,0.00207891468820035,0.0190494230181767
0.00239295618716832,5.07366644167001e-22,0.0229145453378509,4.0601048182261e-22,0.00637036339053308,0.00180262727378151,0.000664672358861218,0.00644526249126564,0.00451842503261424,2.68276057403519e-22,2.10349703943659e-13,0.00164144837016645
0.00373603605299562,0.00248403501137942,0.00175666048512662,4.0601048182261e-22,0.00782052029936765,0.00690208896579071,0.000611105258560771,0.00673894045539737,4.14793648635047e-11,2.13486019191434e-06,1.02217313107696e-21,8.20410368820967e-08
0.00294349932678889,0.0023279528301281,0.00433158532678885,0.000472015596641466,0.00485528200453621,0.00458149427961517,0.000422746125836564,0.00384214329547989,0.00495875740880249,1.49982391477533e-26,1.36302189703995e-05,1.61936344432464e-12
0.00521079717556435,0.00348746289775051,0.00486683654816659,0.000545915539615852,0.0124881389977079,0.00457633871133643,0.000436949426528835,0.00480808340594134,5.86795479113097e-09,0.000106845878066911,1.21588535500316e-13,9.13794845760746e-12
0.0102471315745579,0.00950024840173815,0.0377484103189259,0.00358948603993873,0.0168216509681392,0.0110964736418017,0.000171854302231205,0.015673020800452,0.0076879399192803,2.28578996547762e-32,3.64830232100296e-09,0.00231015319010741
