"GEL-Kidney_common_SBS13","GEL-Kidney_common_SBS5","GEL-Kidney_common_SBS1","GEL-Kidney_common_SBS125","GEL-Kidney_common_SBS107","GEL-Kidney_rare_SBS150","GEL-Kidney_rare_SBS57","GEL-Kidney_rare_SBS22","GEL-Kidney_rare_SBS17","GEL-Kidney_rare_SBS44","GEL-Kidney_rare_SBS26","GEL-Kidney_rare_SBS6","GEL-Kidney_rare_SBS18","GEL-Kidney_rare_SBS31_a","GEL-Kidney_rare_SBS168","GEL-Kidney_rare_SBS117","GEL-Kidney_rare_SBS13","GEL-Kidney_rare_SBS2+13","GEL-Kidney_rare_SBS141","GEL-Kidney_rare_SBS121","GEL-Kidney_rare_SBS108","GEL-Kidney_rare_SBS152","GEL-Kidney_rare_SBS138","GEL-Kidney_rare_SBS153","GEL-Kidney_rare_SBS127","GEL-Kidney_rare_SBS31_b"
0.00164756585620857,0.0184559924792742,0.0149251945068982,0.00637498450370542,0.0624040796510935,0.000212887220977373,0.0402318934673305,0.00559941848656808,4.03316732460855e-08,0.00304714820390733,0.00183883660458863,0.00127511743580059,7.91434461476148e-09,5.87203046221103e-15,0.0237802474128669,0.0198464107503644,0.00178356953637184,0.000290391392314297,0.0162241202400763,0.00834945312127294,0.0869745142115058,0.0160739238604072,0.0688728695902379,0.0280112636755979,0.0236233790804481,0.000325550249227628
0.00146375597133842,0.0100923699831263,0.0135728574501057,0.00376537724334037,0.0249870508313484,0.00602770496748966,0.0172756605453639,0.00241539526301309,0.0140280666040225,0.00167981187619357,0.00179535536555637,0.000824806352436814,0.0173473133112354,0.0289459833351746,0.0290551890330883,0.0170345881672196,0.0127225615908291,0.00604424634471131,0.00723361650239825,0.00367983250049756,0.00597511674434851,0.0100057087414785,0.0381900904676957,0.0229095976231484,0.0104665116211933,0.0226789993189104
0.00035365814423783,0.00410750558770546,0.00264315162899754,7.28059856935841e-05,0.00481276690320373,1.61662399738293e-08,0.00416076374632086,6.52047119256222e-315,0.0124196503818814,0.000370425290517387,1.10806498465358e-113,0,1.02571437276755e-12,0.000339284680281042,0.00614943108280075,0.011039308798575,0.000300751588393711,0.00316296624188868,0.00222107264340117,0.000674133863675843,0.0042634284464876,0.00205182070996293,0.00197710971862535,0.00268208393604083,0.00233529819756751,1.6919409717459e-14
0.00103937557954733,0.0110254001428268,0.00818840351731445,0.00560413325885959,0.0291002138249883,0.00237011571370649,0.0108696834018168,0.00259476164847816,0.00396800941471204,0.00356780842090049,0.00300887490676895,0.00273812069482603,0.0187733018069041,0.0153271782789539,0.0308611538570017,0.00726046697591559,0.0122044050170611,0.00511465367061343,0.0126030818131494,0.00346554202720468,0.0209058504031948,0.0091243403211323,0.0827149842090983,0.0169879792505615,0.00708010146591876,0.00184804315897648
0.00183952327613615,0.0158555036782688,0.00833110985514714,0.00604147949516661,0.0358532902871606,0.0186341250350691,0.0105803858149533,0.00414732108852789,0.0317181315153087,0.00799518086875791,0.00349531348776612,0.006297990687288,0.0408320618065765,0.0248642545166025,0.0330312089349139,0.00771432272431414,0.0050776613552861,0.00105097175152646,0.00980088495141045,0.000392462002710233,0.120824360375164,3.03475267402607e-11,0.0470265272255597,0.00440454199790867,0.00790197355216502,0.000867625442898125
0.00107670983262273,0.0157002422074696,4.7078839119063e-05,0.00658218452939785,0.0253042855773671,0.00121768726955666,0.0147672976115526,0.0028725216257859,0.0279360098115422,0.0146330951481692,0.00519172275214328,0.0136692136665428,0.0110902681950196,0.0182539743459475,0.0367097169006204,0.0128858779763119,0.00906932396872383,0.00217698215888154,0.00468481168335082,0.00126768746713314,0.0135799614538981,0.00832987058052825,0.0276535049305559,0.00422658856969725,0.00751482953525308,0.02352014824635
0.000535031117739133,0.00316690325613904,0.00183959421402436,0.000573829908188694,0.00349141670922777,0.00114036783862067,0.00298865294658258,0.000423693570857533,0.0093247421783495,0.00201414199156288,0.00102934656787867,0.00150884909720424,0.00283639034862,0.00254155604746318,0.00686636586907286,0.0284338152143747,0.000727990850551047,0.000773076223646452,0.00171616538603381,0.00148366971012363,0.00966948033489819,0.0014745542922909,0.00119692362895353,5.92113753808783e-69,5.30708368820509e-05,1.67750458231739e-21
0.00125044648609638,0.0129090690102806,0.00439912149699205,0.013257288153743,0.024848112996666,0.0159380458025224,0.00910136792701613,0.00274083321046712,0.0268474945397866,0.0387802143629919,0.0094055337611562,0.0320328695779267,0.0850586589535956,0.0679903800558717,0.05719625153768,0.00551764149181348,0.00907198241532303,0.00263465539758441,0.0029756530674271,0.0017818780967958,0.0291699852000354,0.0175659650596476,0.0784200793242184,1.14487627725913e-17,0.0146907152856418,0.0450903205632925
0.00171765655175134,0.0063330131969279,0.0157871008668379,0.00426992199782741,0.0269466277766705,0.00764050520015852,0.00652924065674377,0.00182552831639151,0.0101665549403865,0.00362470163547918,0.00130781992481551,3.83989405177119e-70,0.0220561951850035,0.01506044977818,8.01835768357812e-05,0.00391226942813362,3.27953006198257e-05,0.00170574583588992,0.00423142147191152,0.00013452107907403,0.254337924472826,0.000530016329707163,0.0310726214954521,0.0137617188552149,0.0114024829584296,0.00572813118112251
0.000808783836750727,0.00922191716044275,0.00484956746335223,0.0032467703976641,0.0162003584426892,5.02201671271072e-10,0.00609782212712583,0.00145692902323849,0.0178313052124215,0.00252772750604785,0.000900295285159187,0.00295210421149957,0.0086312369337736,0.0377994580815173,0.00603856122103724,0.00958393883119648,0.00271743725137941,3.57162269991804e-13,0.00388766747517965,0.00178624925462712,0.0157635697332411,0.000581009528493791,0.029590833997134,0.010133667584525,0.000372081626468226,0.111985818740329
0.000243168372772123,0.00214905772713321,0.00210907292863028,0.000131056506946513,0.00408704326271823,0.00426742685911773,0.000798637211650719,0.000280101817103558,0.00947060177889536,0.000658524891518173,0.000333088424945969,0.000295877532799069,0.000162832804608455,1.51652467820133e-19,0.00197830349713304,0.00634632632806826,6.22014485440305e-16,0.000924943459199474,0.00074542822661027,0.000929504860047986,0.00607247275742885,0.00117023744718415,0.000574421337501309,0.0018623496849052,5.27650376271636e-13,1.54463357536188e-14
0.00118930736664564,0.00493336668397469,0.00865606639839393,0.00702155603443295,0.0186415756586522,0.00633729002238941,0.00131205828878891,0.00228405941633545,0.00546383938924261,0.00767219204855708,0.00223954526402094,0.00741025094502277,0.0369091073581793,0.0114274416982318,0.00707394617561843,0.00585047414377371,0.0039826306598115,0.0013108519258937,0.000886010736130039,0.00140764160198701,0.0801991566160812,0.00212041401562361,0.0402015725870433,0.0108927359755275,0.00832550534803824,0.00491115140630141
0.0263783840210142,0.00463922193618253,0.0156744472913172,0.0232603270391568,0.041014444398348,0.0066114540149222,1.10689704357632e-25,0.00280778402437404,0.00241328811686168,0.000873610633744155,0.0052123060993797,9.66582194570105e-87,0.0859181094660933,0.00505331851501145,0.0121970549446754,0.0057274541509603,0.00943163020863505,0.0256766505816874,0.00861626173557119,0.018955784074823,0.063044186944996,0.0103015115778078,0.013970298844312,2.12194725850054e-07,0.0300606604384583,0.000231171953277046
0.0105479757498263,0.0120626196517837,0.0081187104096026,0.0102368342870634,0.0392753424656652,0.000950422024507166,0.00724715966460859,0.00260885121459869,0.0209171236246993,0.00207685595852102,0.00229612412611799,0.00192788331210882,0.0265238720377615,0.0107700306376754,8.40177082737993e-09,0.0156467753279076,0.000921978475368456,0.00827132856484376,0.00516304691678891,0.00409446160716544,0.018016790407543,0.00525029505837325,0.0092372465894133,0.00820061310885531,0.0070235253000094,0.000757277042630037
0.00235957545162243,0.00178443222741596,0.00329631231047786,0.00142284680908934,0.00488564670870567,0.00278236595605513,1.56279584732777e-68,0.000553074707299513,0.00425972697632753,0.000268799770505304,0.000358584065104652,1.71798011312465e-186,0.00384109729762045,6.0425787611993e-100,0.00180723169104538,0.0103686082519709,0.000635572755161254,0.00182426840734617,5.41636485155677e-05,8.87456645444932e-05,0.00633851952245113,0.00187222830012056,6.88977239574241e-69,1.59935148189518e-66,4.27301001671299e-07,5.34238657517101e-19
0.0167386481283361,2.14786038497866e-12,0.0251554587247858,0.0218144579770632,0.0459814112901028,0.00536318732381648,0.00138948764972447,0.00436416833433747,0.00364953984450776,0.00958749511550555,0.0131646128426091,0.00684730884506083,0.187033900118141,0.0191276137751305,0.0287108133741755,0.0063660730478371,0.0146861890065804,0.0161205606397427,0.00863489110323064,0.00898858042222507,0.0800922741080837,0.0157349444683564,0.0359946058693596,0.0075704074892375,0.0204045268294667,1.26420758663443e-05
0.00259732722018143,0.010680298869513,0.00292631118004705,0.00825004579609158,0.0178752946865022,0.00618506722002277,0.011698366335294,0.0019677635899889,0.00342906454557169,0.00143309080127473,0.00467539291591028,0.00201949842860809,0.00647315283443853,6.89349028273711e-46,7.25661263131846e-07,0.00811851312981597,0.0171556311681596,0.00217600619138432,0.00923218767584056,0.0299640066544664,0.00261205331193659,0.00470391236050528,0.0311670002396324,0.0204566919459248,0.0124646424735709,1.13101399344929e-09
0.000569942085164632,0.0053885206897069,0.00276929748249062,0.00842112122078518,0.00840928058246926,4.59043323578518e-07,0.00413728244666724,0.0004915703076416,0.00197009756977458,3.57200031317625e-68,0.00118960985209968,0.000428951154873645,0.00476361625106226,0.000709476652921723,0.000223580202683606,0.00495190868741349,0.00746337136991012,0.00110602711002845,0.00170194135161912,0.0271038779185003,2.0654514280657e-20,0.00193130854586858,0.00649045872290927,0.00734143691680089,3.19746132316721e-11,0.00159188517734692
0.000351970995479141,0.00198634523628253,0.000425624322295208,0.00231655898252851,0.00262097878074971,0.00602867108148231,0.00262897343635864,0.00035246229373033,0.00173157810233298,7.36557085858265e-139,0.000117540455547983,4.79006752134116e-05,9.52268952233929e-16,0.000904990478586106,0.00430105356169021,0.02345145181643,0.00369146662703534,0.000545579714204513,0.00168276253094626,0.00144159341190161,0.000144802627472215,0.00142213742221402,0.000939754619034605,0.00260765781895328,4.50209034347844e-26,1.60612043579055e-13
0.00275755614080724,0.00751630304309601,0.00376397703316828,0.018742772243622,0.0135278212106151,0.011647489354075,0.00200691295993552,0.00197483293092964,0.00891447878353603,0.000270606608175862,0.00348475309172382,0.000741264922319835,0.019728065779044,0.00242904802270596,0.00580038803953853,7.64986512175146e-28,0.0151200517262861,0.00451219813310484,0.00532138273057892,0.121124273938846,0.000749143260026918,0.00257649217956833,0.0266761583113468,0.0113175845687033,0.00773196099115625,0.0032388658312533
0.00340699066589639,0.00602892541005214,0.00300575164821734,0.0059603563443307,0.00745916266083684,0.0105144776610124,0.00168036097018014,0.00136534523516749,0.00540834457369129,0,2.24246942546405e-168,1.65719482313553e-181,1.05704065844551e-05,0.0023146021419747,5.78012711662914e-06,0.0198983086306154,0.0122936350130911,2.11869521666539e-05,0.00197675826555657,0.00602621213214859,5.32572390856487e-20,5.05520332838757e-10,0.0150579491698039,0.00593567556116108,1.89979545559248e-05,0.00163983112768856
0.000528341995686506,0.00746033972936134,0.00123539616902421,0.0107809355569781,0.00642800549545121,0.000245062626960576,0.00340198029503314,0.00152046355405448,0.00296905162607839,5.47973294979975e-102,1.52010532510524e-103,0.000876044291087474,0.0015603053810116,0.00150792447521314,0.00357143913905443,0.0265267185752001,0.00719521073677155,0.000106352410285222,1.85728549234283e-75,0.000665429727922668,0.000685525328033039,9.83828361228785e-16,0.0122878401996076,6.07885529161471e-06,5.32105666064967e-30,0.00954918023174381
0.000725850499793421,0.0021290484368884,0.000637203685256109,0.00138506887133701,0.0013206284488789,0.00156510425730284,0.00168888040288641,0.000225631588478681,0.00226163502362917,2.352714013035e-37,0.000169741849054658,0.000136625232653098,0.000631143579718425,0.000594228439516334,0.00259713431754825,0.0259438937528611,0.00408995063944784,0.00156968369462623,0.000941108927825489,0.00160824004642939,5.37170032925706e-05,0.00170572455174806,0.000611925048667353,0.000909505529615371,1.29687987809947e-28,0.00125365566783725
0.00402132115228549,0.00750828338095756,0.00383331942042577,0.0193623501447422,0.00802088374373644,0.00223343601000254,0.00167283000847412,0.00175782598620971,0.00497265020801506,0,1.0106837080839e-171,0,0.00815648291852246,0.00567002926137012,4.94317269388742e-11,0.0132889375739895,0.0169792998211149,0.00216318811650602,2.78488389336148e-98,0.0182458776633334,0.00121942758916599,0.00133740417641977,0.0144442994852597,0.00464930579499838,4.45349155479411e-22,0.0300158234446615
0.00114764433242628,0.00521380658060593,0.000839685850658325,0.00293313769744808,0.00640720109809344,5.32717593705461e-11,0.00260753636510089,0.00125836643037916,0.00305695648169788,0.000448451318642255,0.00042693914880171,0.000591093779530209,5.40564287010213e-11,0.00138747282633711,5.57814971564466e-16,0.00820836853066132,0.00849696104165005,0.00311285540970002,0.00227012587454132,0.00101912862712092,0.000238567327520144,0.00345632163135548,0.0151167183525096,0.0448552534080952,0.00202644433736389,0.00334305218799469
0.000630391524243087,0.00552578447459834,0.00145128836408956,0.00355928602770346,0.00489642897338062,0.0020886413938074,0.00483555676382029,0.00106464867352323,0.00583598598430613,0.00107965262040426,0.0021024096696874,0.00140489905567548,0.0103442249377206,0.016550935579694,1.70440978201023e-12,0.00865820651003057,0.00774619611676914,0.0010372737130492,0.00119397954664733,0.0275047860095661,0.000788203471975152,0.00149831687918939,0.0130536746988072,0.0158623275856195,0.00350509882443623,0.0384838312842615
0.000247575749553203,0.00192880080815796,0.000103229791148022,0.000621538597882728,0.000859991872104168,0.00182554958542199,0.00236627945312024,0.000123019195848152,0.00222930565140265,0.000272290231122954,9.16690107273228e-05,0.000228151012060068,0.000111751919100314,0.000491069344972394,0.00218631995359604,0.00671958121045303,0.00119012584477995,0.000595604594799399,0.00155597199818092,0.000174611402799183,0.000151580577448729,0.00286955462388445,0.000506110821668266,0.00296254123101311,7.83430467321673e-06,1.80660459355354e-09
0.00180954510670486,0.00483055804418349,0.00260435462087866,0.00717705834051555,0.00545098904897238,0.00477127346806625,0.00193972710397567,0.00136088590918029,0.00419767138173041,0.000294762328574803,0.00103551127977888,0.000527799010586019,0.00500139616240426,0.00661267340702193,5.18572173335279e-10,0.00742126345236836,0.0122403662128959,0.00152299766394431,0.000488842247057503,0.0153764321249544,0.0015612579771461,0.00547882217657459,0.0151005205556146,0.0199118647652954,0.00263028490781507,0.00872756843824024
0.170258986546046,0.000596924996505708,0.00631965200605229,2.35299761557955e-05,4.41538097230699e-06,0.00264113814702243,0.00102124642820981,0.00117008395336865,0.0104116351558451,0.00156836210328401,0.0102773367665624,0.000836734700209587,0.0143207744298451,5.44517805293012e-08,0.0061241759847382,0.0208518852665933,0.110597165569155,0.101544768218777,0.0016225413326778,0.0532012106679908,0.000757810000240395,0.00963047328854331,0.00448785645756279,0.00981788385905325,0.00108403752508464,0.0125235167057656
0.034332035140496,0.00662173282319962,0.00450011413334338,0.0136822395741048,0.00930209384571394,0.00576752469221386,0.0046347543283838,0.00156501054995344,0.00400281628902106,0,0.00173341436140245,5.41292498279197e-69,0.0132527428651298,0.0015139215130175,5.92031598538011e-09,0.023816216998197,0.0339902074307884,0.0187776444615591,0.000481724209773942,0.00986826825688487,8.39224167630536e-09,0.00582234752297605,0.0039587296060458,1.00605917715362e-06,3.63592520097339e-17,0.0077199227084662
0.00803516922185721,0.00187487800148549,0.000360547364070931,0.000783089821745183,0.000192292600462029,0.00462006328921598,1.84190941762091e-09,0.000390765459331898,0.001986910808102,1.12421440684371e-298,8.33554121435461e-66,9.18293245178433e-05,2.56002983561094e-12,0.00032678285094416,0.00337352047532584,0.0195983847200682,0.00833655276811654,0.00276885525644471,0.000424198373968654,0.0036679575319735,0.000334670670106661,1.6637598861503e-29,0.000272457931586378,0,3.38338253914448e-22,0.000794407217948233
0.208536728392607,0.00212765573660633,0.0146006247072078,0.0156561200573992,0.0062533307899784,0.0061862368390457,0.0154383940617583,0.00185930725444896,0.0137837566575548,0.00165810213082672,0.0153662597060387,0.0015844546586693,0.0217671744147777,0.00402498809354131,0.0126182888690244,0.0210742685858155,0.148708124552203,0.121727903879962,0.00234849851687704,0.196383178784594,0.00106895480888014,0.0170265738333777,0.00664746137719533,0.00517824700762908,0.00389080071063492,0.0181622514002595
0.00472392450232685,0.0329260018535298,0.0227591351372323,0.011017319239593,0.0207269332881088,0.0193870028550669,0.0384571860668991,0.00624126280474907,0.00557066392792529,0.0365390105127737,0.0182832926203574,0.0508981377048381,0.00447893339710359,0.00811421959662436,0.0227267367945765,0.00311610898653992,0.0107345815949116,0.00609877346894144,0.0199318964588537,0.00324484255807658,0.00854408694012294,0.0232120872196167,0.0463316507174929,0.0335169694901189,0.0131706635353388,2.78077399127385e-08
0.00133603560887776,0.0212388463777321,0.0106284209140094,0.00426702587969103,0.0108239158705932,0.0208384274942794,0.00919245312931895,0.00338207774321247,0.00242855852831551,0.00762899908843891,0.00546878454327553,0.00773711131379154,0.00812836164524215,0.00255696362313466,0.00561295416069127,0.00155630367216801,0.00213605471441606,0.000277100430533709,0.00211377858590152,0.00368230408506026,0.00392041244204483,1.27832105493552e-10,0.00838219779077468,0.0153834624997424,0.0021972901729245,0.000982982691490143
0.00378711270925286,0.0161849617309459,0.144320494666719,0.00327120387341558,0.00797307202797105,4.68209039288847e-07,0.0159848095870607,0.00684577768383734,1.58593349650701e-08,0.0380720295724113,0.00116617369399535,0.154530807504155,5.40092941147962e-05,0.0112724181504503,1.01150236751647e-06,0.00654902260733797,2.92770727966572e-05,8.65674915758384e-06,0.00620988955310589,0.00533598699134297,0.0171188386627857,0.000242886565974372,0.00840798781606013,0.00303563325367896,0.0319941057225183,0.0160539195759349
0.00206241385953254,0.0247532894438922,0.0111125460851897,0.0109176786763439,0.0182575561320289,0.0142019895356529,0.0165364562022443,0.00377212145454175,0.00118044912663519,0.00859237516169885,0.00442912135222776,0.00788155323677512,0.00502928516934138,0.00661682663727404,0.0245455833945424,0.00126715916727971,0.018350467822714,0.00255923777389286,0.0160899624412437,0.00104437879476328,0.00414938323626899,0.0107360659970146,0.042384085358021,0.0221998709822336,3.24509747374831e-05,5.45232266293979e-11
