"GEL-Colorectal_common_SBS17","GEL-Colorectal_common_SBS18","GEL-Colorectal_common_SBS93+121","GEL-Colorectal_common_SBS1","GEL-Colorectal_common_SBS88","GEL-Colorectal_common_SBS3+8","GEL-Colorectal_common_SBS2","GEL-Colorectal_rare_SBS44_a","GEL-Colorectal_rare_SBS6","GEL-Colorectal_rare_SBS26","GEL-Colorectal_rare_SBS18+44","GEL-Colorectal_rare_SBS15","GEL-Colorectal_rare_SBS14","GEL-Colorectal_rare_SBS10a","GEL-Colorectal_rare_SBS94","GEL-Colorectal_rare_SBS134","GEL-Colorectal_rare_SBS97","GEL-Colorectal_rare_SBS32","GEL-Colorectal_rare_SBS30","GEL-Colorectal_rare_SBS44_b","GEL-Colorectal_rare_SBS113","GEL-Colorectal_rare_SBS4","GEL-Colorectal_rare_SBS128","GEL-Colorectal_rare_SBS143","GEL-Colorectal_rare_SBS10d","GEL-Colorectal_rare_SBS84","GEL-Colorectal_rare_SBS13+33","GEL-Colorectal_rare_SBS112"
0.00325983117397555,0.0593006748951463,0.0144929061199247,0.0154181414973417,0.00667784045268644,0.0293303401682472,0.0021289747205794,3.55685086927838e-36,2.36937108654944e-46,8.10368374768943e-102,0.00458164307689152,6.27864732656452e-141,1.48110136549526e-177,5.86217481176037e-12,0.00713849588001076,1.34321291094394e-07,4.13077672830353e-27,4.14242115451516e-13,0.002788140123108,0.00292793416945053,0.00620392622641375,0.0460155365161619,0.00502091831055482,6.90435075423307e-11,0.00637887767173032,0.0141417518146029,0.00916593300443601,1.17528784540237e-19
0.00148682467479277,0.0119993816551408,0.00725739478924743,0.0110632465776218,0.00534005508141332,0.0248490912359303,0.00149104830873527,4.74329905956714e-60,1.49841195100271e-46,0.000604293390505436,0.00164876217686293,5.74821764811834e-44,0.00216131789019059,0.00234789235232602,0.0399021595763424,0.00146731918919936,8.51528075091388e-52,0.00669277771160338,1.75222703425261e-09,0.00128034386708314,0.00234748446150398,0.0357468743491041,0.00235838853963724,0.0338072609387533,0.0121742461618737,0.0112014446209437,0.00980886096708973,0.111007747886859
0.000253297961002881,0.0025109867942127,0.000966369940902159,0.00151061461401965,0.000511109377683723,0.00366127153087732,0.000216112054807692,9.03372953163323e-90,2.97074607294418e-116,1.10391579179866e-66,0.00076953066168852,1.13270253135595e-181,3.46968868604659e-43,0.000170495981232076,0.0011902690001454,0.000716832877550047,1.8737272350608e-53,0.000442086909869056,8.19729364831973e-13,0.000179026920553059,0.000551920390982034,0.0194974612485251,1.27998422696267e-17,0.000303381441290332,0.00100920603561088,0.00100130003592894,0.00157025907955959,0.0012859022779743
0.00235084171547434,0.0250036360254523,0.010716178022689,0.00661143009447295,0.00480539166840281,0.0262442303828431,0.00135453093159934,0.00300273756728943,0.00194398141898114,0.0010736351057999,0.00753508070109562,0.00372667583907988,0.0156874746089528,0.0126652049410673,0.00599974787235655,8.13267261919706e-12,0.00205641037658123,1.85554262818827e-14,3.49178266923479e-10,0.00343518779853422,0.00249082834174275,0.0340880347180682,0.00451535772173016,4.91697481547094e-08,0.0172393702202364,0.012734347452868,0.00470942439568059,0.033110761661277
0.00291362633051185,0.0455280051772201,0.010191142390308,0.00779538971329623,0.00622726567772572,0.0221346919596419,0.00165199695781429,0.0101517570676332,0.00732325728036019,0.00410693998194314,0.0310718426902198,0.00383533075860909,0.00522692662018425,0.00238054607403897,0.0900616994983262,0.0438326131990165,0.00467877464298242,0.0141118106712636,0.000786883866711265,0.00985945108314668,0.00666201340971013,0.0666182554106827,0.00739793777645447,0.0324749977238308,0.0115120461909488,0.0159480840082698,0.00629067990035015,0.0166503384236546
0.00181066932785547,0.0141868767032677,0.0063233675942752,0.00512532169004052,0.00440441876480269,0.0214213370586749,0.00138727109337876,0.0203376697911318,0.0153939949700496,0.0141083996355193,0.0207939967526853,0.0067114882530681,0.00810359236859416,0.000968229373585056,0.150132107356207,0.0681951425893396,0.0098860589178283,0.022953769760879,0.000602180085110306,0.0170909885891172,0.00271521452083978,0.0696017131097226,0.00336420772800758,0.0146330147844824,0.0114875148816729,3.46789994911621e-10,0.000727249816751774,0.0210555940625008
0.000449488495838523,0.00479524106314205,0.000768867748205051,0.0016123783889985,0.000529389709106225,0.00248114733453523,0.000316901309355086,0.00326977872669609,0.00230455717005892,0.00127144948360951,0.00504492502609527,0.00112582387448088,0.000728717319879597,0.000219299649003638,0.00913579170937003,0.0050178798627761,0.00153666992725908,0.00247933256146626,0.000106131289304874,0.0024435480321599,0.000588736609051084,0.0189354216216816,0.000386014579932071,0.00570005372547983,0.00194988875929822,3.85655548717811e-06,0.000400929093131958,0.0033145541394191
0.00319887851104184,0.0401670771481387,0.00613369336514538,0.00568646329787853,0.00665172881320578,0.021147489567955,0.00124601618836641,0.0580687750576124,0.0421083052940253,0.0235859586376694,0.0599292545649498,0.036315966501129,0.0792043112401908,0.0173544360897582,0.0548956806535505,0.0875792087179037,0.0280352095193622,0.0121290474543837,2.80140076779984e-07,0.0382219441943916,0.00414987399731166,0.0535995499235026,0.00559492691300142,0.0591682330299447,0.0205043874959075,0.0261296277444689,0.00822276489804433,0.0302453448454872
0.00480630075652715,0.103571006533897,0.00588498399902572,0.012156123944949,0.00310622791599433,0.00503916018779685,0.000960560104522076,0.00120689634614414,0.000869604129583161,0.000814001636653803,0.0232864132054289,0.00163524682857623,0.00102242563888282,5.48025809883747e-88,0.00638209860849717,0.000627591713368502,0.00299299447880895,0.00721027373053005,0.00387929122156455,0.00334208579060559,0.00781666429917481,0.0115383787525297,0.00710850846119646,8.33929349934224e-08,5.53058642177228e-61,0.0123039137278634,0.00863399112306789,0.00615055425435707
0.00132954137896676,0.0170616870691199,0.00404722204198961,0.00535230899614524,0.00292445566398189,0.0119880337484404,0.000997055548065235,0.00398660147682788,0.0024971326185341,0.00301844731673053,0.0101110257849627,0.00614903659147858,0.00542553109342143,0.00132640618206426,0.0545073127588166,6.08430925687025e-14,0.00911534514038862,0.0170437432554434,1.57581910857779e-07,0.00157144973146879,0.00145774936326597,0.0339177427850686,0.00275341922550641,0.0107211076675583,0.014651439881547,0.00624485129550785,0.00209791875566445,0.0545151306152835
