"GEL-Pancreas_common_SBS1","GEL-Pancreas_common_SBS18","GEL-Pancreas_common_SBS5","GEL-Pancreas_common_SBS17","GEL-Pancreas_common_SBS1+5+18","GEL-Pancreas_common_SBS3+8","GEL-Pancreas_common_SBS2+13","GEL-Pancreas_rare_SBS44","GEL-Pancreas_rare_SBS108","GEL-Pancreas_rare_SBS98","GEL-Pancreas_rare_SBS57"
0.000961552066096159,0.00160254255289739,0.00168736247089513,0.00126051810724894,0.000715892293304072,0.00717979185325991,0.00342167950376404,0.000533946684170816,0.00133626384000639,0.00154107089210199,0.00324748144836082
0.00163355159535346,0.000673579852270858,0.00294326029250704,0.00175346363562639,0.00423038510309898,0.00598276412533203,0.00150890949412599,0.00152972902422355,0.00206676768826382,0.00376844868923851,0
2.81819598027887e-08,1.48354584084142e-21,0.000725528048125587,0.000143520447447941,0.000400285225934266,0.00130536628147441,0.00032204598426393,0.000181630218799485,0.000437187802468139,0.000618120416216764,0.00218746201372162
0.00261430269351253,0.00148038318292568,0.00271903420155342,0.000337805094638757,0.00110435542773855,0.010758736752807,0.00186435633245881,0.00110701090735415,0.00207928463762422,0.0110844947538106,0.00097125041455446
0.00573835212116344,0.00528079991507058,8.10507566479982e-09,0.00190576489838273,1.31984721946211e-12,0.0184163378712313,0.0692223744574521,0.000605430042402936,0.00355294086695024,0.00495355305276814,0.00331054638606575
0.000707202477567126,0.00111212536566532,0.00436337704472406,0.00129445389858047,0.0012214831823649,0.0164932662046207,0.0211898240366043,0.000732761527013289,0.00121739144751571,0.00802852130127605,0
0.000662885702600373,1.48354584084142e-21,0.000453918534399365,0.0001653406629872,0.000730598180885803,0.00193245457315234,0.00354442655924298,0,0.00220689423912814,0.00320423221353521,0.00102817022282811
0.00633932576483558,0.0137685364605957,7.87880466539314e-11,0.00535901829064865,5.59718683273656e-07,0.0376661063250425,0.0978830024779769,0.00420949314917914,0.00117312339202165,0.00563097348098017,0.0133142456831936
0.0216179022120009,0.011693522536022,0.0298119260527667,0.00492950055613462,0.0186572066000087,0.0218323188504579,0.0107742420647519,0.0800112757747756,0.0180198653439803,0.0111334114293133,0.0301547550402024
0.011801975129907,0.00574947428476518,0.019318595605386,0.00180064826695948,0.0122937216381506,0.0076116586791724,0.00693212248764346,0.0109123141637826,0.00883655212378209,0.00578113074516927,0.000716847998787947
0.193775171892731,0.0708504448315673,0.013296174288474,0.00636062236541219,0.0472616911076957,0.0172720723374575,0.0154339018564257,0.0348955655817201,2.99938329288418e-13,1.14155503092776e-07,0.00995544882996711
0.0135926557303285,0.00716665827085728,0.0217477177544869,0.00662752634309856,0.0113341860524222,0.0169831291965547,0.00924700787435774,0.0123994063723712,0.0114869728705138,0.014878991971457,0.00190287430151292
0.0101009691115375,0.00695660441652521,0.0249907424065804,0.00645049447788938,0.0196000808939797,0.0109521024038571,0.018782881220415,0.00607588520179997,0.00737272576415465,0.00222275289997491,0.00316931532232748
0.0113576179870178,0.00745257984585054,0.0260785698129688,0.00241581027371425,0.0204596407357884,0.00627507839419836,0.0130427242204937,0.00855450373690404,0.0106784885822898,0.0082670931040867,3.84744114953317e-05
0.103625965332578,0.044245682276007,0.00934909301452932,0.00814871467142855,0.0305393080070626,0.00427782829841307,0.0160446779846361,0.0300081968172094,2.30873974869287e-24,0.00150321679796037,0.00969544396036526
0.0116028620282469,0.00563839271509394,0.0275695878004423,0.00859723171818734,0.0190550477290362,0.0191715161245251,0.0162047796999908,0.010043508290162,0.00955646422065749,0.00607204768722738,0.00543706152555936
0.0125670322777052,0.0119589611397665,0.02215803549795,0.00460568578856001,0.0200203759121233,0.0102585670964306,0.0153124013758144,0.0472779804280836,0.00289543812630563,0.0139594818396377,0.00202107461038201
0.0114041540018666,0.0073065959232374,0.0220807696770884,0.00325489253248897,0.0179526617913231,0.00756780321415686,0.0122900312244277,0.0506838210179046,0.00840545390724403,0.103751935451905,0.00789258366602099
0.125630352548709,0.0504803361507158,0.0193695152229713,0.00432963108451743,0.0482604113061272,1.11800771993777e-05,0.0120676157453463,0.0621094755500025,0.00847776319437124,0.095285806885343,0.0121251255057735
0.0151688681141331,0.00634151454054045,0.0247054598217642,0.00653495627512658,0.0211390163908234,0.00823534998647298,0.00751211067914793,0.0270680722329082,0.00334307932118124,0.0641182496783,4.71510062909126e-08
0.0104859573940215,0.0119887758887395,0.0450916041942843,0.00954592701066104,0.0266257333055824,0.000883561438032416,0.143146403692209,0.00747315192227575,0.0360135868988202,9.19399323059876e-05,0.00342245990255506
0.0133253589586488,0.0123334386142275,0.0452916170586936,0.00689973747435524,0.0246727093376295,0.00961501895666072,0.0518448422038816,0.0102444894998004,0.00602780920961087,0.0205858234121099,0.00816319119775139
0.0740410990657153,0.0268652128391033,0.00844178422491197,0.00537499168759866,0.0205276397845578,0.00335838647355217,0.0224471709879432,0.0118584419569425,0.00490240926276661,0.0222755520986297,0.00420347356336437
0.0111261938658096,0.0133126224803354,0.0558054761542724,0.0123063584612052,0.0269549289399839,0.00981128160267305,0.0973961837940798,0.00841029950524696,0.00467153507160045,0.0176046041771209,0.0369215808760776
0.00704847627424856,0.00261821014125708,0.0106471996968858,0.0060964245570181,0.00722382796137821,0.0160150302468832,0.00304689547053133,0.00245804800171265,0.0121316550205439,1.61369549758797e-06,0.0292615829817266
0.00877906363005188,1.48354584084142e-21,0.00931321494406064,0.00322466235005949,0.0065130757380545,0.0111954104370441,2.52352431043407e-15,0.003415672954475,0.00441160851520341,0.00106037008947134,0.00364874632128491
0.00368782260111576,0.000810952490578201,0.00866162040969172,0.00369864825945881,0.00443526543866873,0.0131721907777357,0.00163687879828049,6.05995003952521e-21,0.0142612925859407,0.0069274399199706,0
0.0135914850139877,0.0137696313660408,0.0209341844884645,0.00975373198096854,0.028632557776717,0.0179266420672254,0.00662210592733906,0.0227569837433579,0.0109140146887105,0.0256552246478866,0.0233169932771529
0.00230232906807847,0.00225798551428063,0.00503160834749596,0.00207822722616496,0.00241900489401566,0.0114652444322268,0.00251267498009793,0.00051589478581064,0.00685989027089097,1.18092780510444e-11,0.000791041595347801
0.00488910173559827,0.00301047657424567,0.00295111311443186,0.0127525304872143,0.00274202412742536,0.0144289870014431,0.00252433978662734,0.00592507146442984,0.00807240564487836,0.00347969025101603,0.0129179653270811
0.00176781017769203,0.00155409288987571,0.00714775850028302,0.00440617472114606,0.00483224347388128,0.0151701494265177,0.00584397693843863,1.57527280351053e-92,1.69771517642096e-12,4.97692600225588e-21,0.00158861681370916
0.00485659741749004,0.00331170659187876,0.00304133813114354,0.0368417698406125,0.00328586331348257,0.0241079380782872,0.00191088372875133,6.86686994072026e-06,0.0181096387392855,0.00363703169033866,0.00356692538189265
0.00228661245680799,0.00112801788453046,0.00433456487453227,0.00233459915605707,9.06620184518133e-05,0.00669812854272055,0.00122931777205964,0.000639194401129818,0.00431117633637391,0.00258259235672351,0.00554600390861092
0.00326862656282955,0.000859135934284261,0.0027119315875118,0.00275775712259121,0.00266233356949385,0.00569231255091068,0.000512000825145402,0.00250447898476396,0.00256369545731449,0.00245277409140177,0.000759848758521568
0.00228413425508631,2.37793291815968e-19,0.00580571312038579,0.00366648274629671,0.00136830414982196,0.00727949008551693,0.00233426805267044,0.0028940892911293,0.00133464164447484,1.93200300964616e-20,0.00425712367370477
0.0057840932438064,0.000658850597511463,0.00265033595400603,0.00870555603831768,0.000876237161275038,0.0142825401834744,1.67067197833249e-21,0.00258691391224447,0.00939716255270382,0.00416492197086442,0.00312075702300277
0.0146954229365762,0.0243214533308932,0.0177676544151018,0.00489824364460324,0.0272115565265575,0.0101493523629733,0.00909491645802123,0.0142862017961966,6.5316973688572e-07,0.00842455044406376,0.0347514035013274
0.000950009307030479,0.00234540385794103,0.00679325500151077,0.00248104175599468,0.00484928937532334,0.0108560028931729,0.001925981059,0.00048154815937669,0.00253354553831503,0.00312259098992187,0.00161746945725884
0.0012938617921102,0.000833763789748804,0.00457218541734062,0.00306191508851861,0.00210778262574344,0.00718731165555889,0.00256343804043876,0.000334376261103363,0.00362321697430017,0.00580464496448489,0.00305855689855447
0.010632058816127,0.00849137938154275,0.0130961797347526,0.0154278019753376,0.0126840042369332,0.022844291053998,0.00616204702208327,0.0227576622217274,0.0122275455559006,0.0164566809176385,0.116894903790187
0.0137061088888809,0.0183586139229595,0.0281558141810864,0.00725634310336683,0.023967276339023,0.0195771096325504,0.0134624519615001,0.0275919839487207,0.0148700486595918,0.0121159011493766,0.0216628651104047
0.00487671831416745,0.00380295963353238,0.00888215067160384,0.00386415588172865,0.00859053791027131,0.00861908291415385,0.000237996557039567,0.00743897188253584,0.00954262647712621,0.00671676591290183,0.00563554379317429
0.00728840088845204,0.00754105307363805,0.0200913631810619,0.00638781064663769,0.0181181053541315,0.0103404673153761,0.00901284152773909,0.0239665150612238,0.0151142407935746,0.00860465581974054,0.00670821206892839
0.0145216850712196,0.0104001702688843,0.0263480089750567,0.0104125387553604,0.01606846839395,0.0193047835952782,0.00991841114316115,0.00347532775255551,0.0256798427060912,0.00682150916268097,0.0147224714203773
5.17346970426091e-07,0.00965938952353249,0.0127289633881362,0.00576156246476771,0.0142669219398624,0.00781170313758783,0.00491561533695079,0.0146464924042557,0.000964788436243929,5.3401497070299e-07,0.00605716465178782
0.00375225720914862,0.00330034565979572,0.00511177596902851,0.0298103741550616,0.0084532717686566,0.0125730141936429,0.00386935373386285,0.00752604158551537,0.00659374722604682,0.00695956063030418,0.00306117131482686
9.52118590112813e-06,0.00184547411282831,0.00921856382917068,0.0241504911048234,0.0128887649606818,0.00870150847740286,0.00685353679284029,0.0277370134918168,0.00596120423679303,0.0025533877502128,0.00149098468417673
0.00305365483223386,0.00254486871376652,0.00427656728467032,0.10819971663775,0.0135727474758108,0.00998528299420197,0.00465558502094379,0.0131933848569408,0.0124859300280835,7.88672982189709e-12,0.0372253385219822
0.00783514750384099,0.00875332619755158,0.0155519087481178,0.00370610915344112,0.0213851656487336,0.00606801339076929,0.0060267961183785,0.0222255987413793,0.00142951066506195,0.0215670729786364,0.00412044905700996
0.00782414293777517,0.00702918197706841,0.0110771357846264,0.00510273739652894,0.0104575514354887,0.00639173257297932,0.00200073084634605,0.00962879497028878,0.00533552384581565,0.0537476201760519,0.00204063839052343
0.00301553992706906,0.00661634346093876,0.0109957794825068,0.00532652359106574,0.0202035615880061,0.00521652890393578,0.00460335024606774,0.0188407708351903,0.00932205567762424,0.0145376969294559,0.00424050067872029
0.00552415859134284,0.00509810095079067,0.020285494641418,0.0116604628295591,0.0202090704948513,0.00570115566848625,0.00853773416562899,0.00983448725457829,0.00778432795085087,0.0196952870682708,0.00190864449046224
0.0017342482208383,0.0160567203632038,0.0189193861177492,0.00534932266552965,0.0157285681113969,0.00977111932901285,0.00578787986976155,0.0183204369159883,0.00613053360524842,0.0139838013767019,0.00812586095438985
0.00659486557849154,0.00640378518930612,0.0116265034957799,0.00829405108637292,0.0174590104336331,0.00789749069285651,0.00231010017900781,0.0181082009982395,0.00879953375888957,0.0140669262783031,0.034744618120857
0.000356408265062562,0.00749501430283062,0.012998809096339,0.00540773264997337,0.0210908131813316,0.00370805431865937,0.00150561418608337,0.0161927975286516,0.00220857153359313,2.38857836946274e-33,0.00413552922717563
0.0117322392612223,0.00942257107131391,0.0189223606212867,0.0184974622697721,0.0276288256990022,0.00900409763935453,0.00338991008586042,0.036268656023796,0.00703302142673095,0.00931203520003945,0.221419346909649
0.00175805310768227,0.00583943641393156,0.00510988394974106,0.00211727707910368,0.00535057355307133,0.00524757554526803,0.00146833252302677,1.19185024435321e-24,0.00394544179921539,2.02616539963778e-16,0.00268903474020757
0.00199352255277109,0.000248713383320315,0.00247365905729479,0.00274546784658371,0.00280195464580727,0.00201182910939229,0.00152708462022996,1.03649049919437e-195,0.000740954974937234,0.00272096950454075,0
0.0025407957438127,0.00114878815372475,0.00261916501524852,0.0015886284113112,0.00248559281596806,0.00707825050523842,0.00150243512455933,0.000350252493113845,0.00127535043651381,0.000984865449236295,0
0.00346441699928351,0.00481994168875078,0.00460866205344461,0.0311826437457235,0.00440361101025147,0.00536996116422536,0.00457850621302853,0.000783735754937795,0.00522978884184219,0.00860205981952345,0.0012927140101238
1.96870715497703e-07,0.00304828967663527,0.00266736424112796,0.00302323621581587,0.00379661653927295,0.00271077274911137,0.00302888583529321,0.000498601392808512,3.65011427378432e-104,0.00394803507828252,0.000624698802585672
0.00248831297571108,0.00260497219796417,0.00149046179286579,0.0113136749739876,0.000230765623808179,0.00552429624951124,0.00174370952947791,0.00408962733190029,2.56795195283982e-23,2.66431317552246e-26,0.000934241873487462
0.00132044904821876,0.00185912291414739,0.00311715105626151,0.00725650876862899,0.00617347832422171,0.00875277310515241,0.00251509380910068,0.00410815395488704,0.00349880963557901,0.00148652768218681,0.00139847792303092
0.00081447314977039,0.0137947860770498,6.06113603807448e-06,0.241526755466735,5.394181253451e-07,0.00249626814526268,0.00263488529592442,0.00135752805416513,0.00246932352097648,0.0209013220114294,2.82006541194799e-11
0.000821037443212561,0.000737995216136595,0.00183068112560433,0.00107826741833642,0.000577637406831785,0.00351091552585185,5.5183597850815e-07,0.00021681032324553,0.00108404323312291,0.00293124834966491,0.00215140979258619
0.00106274641848715,0.000943580360916564,0.00241167691567112,0.00382243676806598,0.000251057633290834,0.00251676718434908,0.00102155572054871,0.000275996682961584,5.16564192090539e-25,0.0010055769881356,0.00103543048668702
2.83775640395228e-20,0.00080292514979936,0.00325298177347225,0.00277026682875894,0.00121253377026578,0.00641809433981055,0.00242631239013757,0.00139824446106326,0.00152198045943044,0.00325628112935623,0.00205022162420354
0.00242942710658561,0.00259557964532714,0.0027306798788916,0.0517117068462711,0.00239181457977543,0.00250291273092971,0.00256147074004666,0.00496626420252954,0.000835857996608536,0.00356053637279276,0.0102146596091297
0.00273364603046291,0.00844804403716451,0.00491324906477094,0.00337290285782051,0.00430477326483654,0.00736971177757487,0.002344975464757,5.05350933435819e-79,0.00252623661804213,0.00347896246536611,0.00167433552864795
0.00156061829289942,0.000585770924696572,0.00379340173751612,0.00534189350101879,0.00310395582852373,0.00310887382814398,0.000252341126973974,0.000187914738336022,0.00206384640403359,0.00186481220895879,0.00179553057908592
0.00313214943071176,0.00363986989156483,0.00371190581907007,0.00376709639445584,0.00469935772006976,0.00742705276925316,0.00264244813634604,0.00366648035075372,1.40435914964094e-48,0.0036520130752983,0.01169522994735
0.0132602335782833,0.0122158858682544,0.00645824487293435,0.0643460502494897,0.0155568972208834,0.00920640834484513,0.00635784035946989,0.0221870027033634,0.00163970292164553,0.0320585168889385,0.110321598317144
