"Uterus_A (RefSig 13)","Uterus_B (RefSig 10)","Uterus_C (RefSig MMR1)","Uterus_D (RefSig MMR2)","Uterus_E (RefSig MMR2)","Uterus_F (RefSig 8+3)","Uterus_G (RefSig 2)","Uterus_H (RefSig 1+18+N1)","Uterus_I (RefSig 1)","Uterus_J (RefSig MMR1)"
0.000555173899199777,2.38033063310608e-23,0.00177239905554404,0.00602879239307826,0.00537229818077551,0.00651184774186711,0.00105163495600574,0.00521931086186818,0.000475180378901672,0.0026076752174348
0.000613610079590086,0.000748693494143174,0.00221001689003172,0.00380575130366892,0.00449728802856767,0.0131007405878303,0.00243178833857756,0.00902503723478132,5.22071776960934e-12,0.0050891912561644
0.00346224042957238,0.00194708557882427,0.00443718802852288,0.00874699910088975,0.01946750033188,0.0107567929175825,0.00204160818625518,0.0223668512884893,0.0139065282648084,0.0102745768456387
0.00138110159959,0.000638690817474552,0.000615485743352127,0.00245646316764969,0.00146050099951713,0.0104407070429199,0.00217183216767362,0.0073005841368126,0.00253866235886393,0.00829647860257743
0.000936378147992332,0.000937627951672842,0.000445141647957293,0.00457607914827737,0.00412218773857956,0.00713332321351857,0.00135202134231839,0.00839921852303096,0.00183322863465522,0.00207536923206787
0.000509454316528697,0.00779461178401725,0.005785957952044,0.0104569695577118,0.0185927567944178,0.0167118061941783,0.002750331763342,0.0324099028097276,0.00331571972872413,0.00555965136158205
0.000850652161924709,0.00386021508522917,0.0202718022278997,0.0672263225871581,0.0452034917897913,0.012224416917655,0.00246634166410397,0.0206098007167282,0.0239582968793417,0.0214321233588694
0.000920815179680749,0.0027356079176915,0.0107908107161278,0.0168327397448717,0.0190818744078782,0.0118478310694188,0.0024225344362569,0.00254270768498225,0.00596164248429627,0.00588316279492323
0.000295189084062237,0.00131914951296961,0.026580172240351,0.0664552806185871,0.0330993427816497,0.00714951986418717,0.00204593945692519,0.00600796687063155,0.00980689144397233,0.0052063364980396
0.00113605881054903,0.00384112764825629,0.00445689500224855,0.0329431832729615,0.00767618285298778,0.0227245868958225,0.00553502009580426,0.0146731611194013,0.026990546601535,0.0176299831864243
0.000214628564215317,0.000155428173767743,0.0142933593458294,0.0392947064719262,0.0280448899338478,0.00688246711097963,0.000952996594837935,1.52434897039253e-17,0.00098236002842235,0.0156706297409393
0.0014570234267969,0.000696196469147045,0.00907239767116222,0.0212474865317781,0.0276606999113486,0.0166993004172094,0.0014229145126575,0.00362031818549236,0.00399646099716157,0.00528859653846485
6.09256813801372e-05,4.02392032915214e-05,0.032032894941615,0.0718153142414086,0.0355323623251426,0.00512504739474937,0.00133448105951223,0.00143797659524009,7.48443705062978e-11,2.33456929847689e-05
0.00143873525025886,0.000565457462479306,0.0117220764231379,0.040271091701818,0.0306835342437077,0.0170239138501301,0.00360533801438949,0.00805261497926362,0.00284853510213167,0.01154388011521
0.00251227240766512,0.00454560422482591,0.0208376033786213,0.0822794187468312,0.0246130738132656,8.31687662344459e-19,2.6432530019242e-20,0.00395865112032225,0.00108612197683158,0.0362023446052131
0.000965652221714768,0.00517366854064154,0.00619700617847103,0.0185529941059293,0.0136272879272855,0.00481974042628241,0.00243850801398028,4.31476272566291e-06,0.00375605152190702,0.0123544378479371
0.00174140831449958,0.00108969778545307,0.0154520915133396,0.0727629759123271,0.00972644496413008,0.00223471342163752,0.00122519449411554,2.1749249988139e-10,0.00522538419254729,0.0124110759032626
0.000397240806730802,0.00980898263988752,0.00572747436910932,0.0578217772260515,0.00441835380115504,0.00774769109342103,0.00283984972377837,0.00339031466235861,0.00797369350680983,0.0261865218395505
0.00172088569848499,0.00465149218144331,0.0150930558399876,0.0234667013388237,0.0570781392892586,0.00654415742588301,4.90495619992684e-23,0.00961952701822969,0.00129454525310074,0.0332462201494221
0.00107548362382589,0.00651469250963066,0.0130083274794455,0.00951789420726286,0.0425668517616067,0.0111072036751314,0.00337961096785235,0.00353868236789201,0.00175821508502985,0.0155172259166192
0.00105400032080141,0.00288420498394722,0.0171150498947112,0.014943954481381,0.0373243155714525,0.00129160794416379,0.00152475982489077,0.00386471857900166,0.00120841510555757,0.0116186765356374
4.21284693818437e-20,0.00733979016399995,0.0176267445972601,0.0251310517617964,0.0731007746389357,0.00685161905172221,0.00391979581103367,0.0131703762934109,0.00725658790839156,0.0271036102610486
0.00225077932218466,0.00447025416109866,4.2203903535863e-23,0.00434722922424503,0.00959505011437756,0.00606515999716549,1.42459011209814e-20,0.00450461522201012,0.00609385178941667,0.000721182083941138
0.000789840447167273,0.0028857643168213,0.00044115308425288,0.00440993296530913,0.00485512567855404,0.00165284806403663,0.000151051069569894,0.00493907542354883,0.00272161966730768,2.03360478869943e-09
0.000624263660897891,0.00131638354998535,0.001261774868335,0.00300537400205798,0.00372824599144961,0.0119100788638502,0.0015772473914286,0.00431969119190518,0.00258700026953582,0.000114457665324557
0.0016927084565466,0.0246119841431914,0.000536718711503336,0.0073308736532146,0.0122482783842849,0.00582187999455991,4.90495619992684e-23,0.00678441198009686,0.00519134944349795,0.00178474410301013
0.000777950154872132,0.00247387768643373,0.000452917244431939,0.0014894327885241,0.00226006344412126,0.00479634093067501,0.000137875255299107,0.00155870335243204,0.0023184754364196,0.00146004267699128
0.000138295718372663,0.000573840218503431,0.00316250608613027,0.00583701807640586,0.0110531003976909,0.00484375695673505,0.000737325892386875,6.21977025834085e-23,0.00104039005201686,0.00143151786342358
0.00100351755756468,0.00117214368663428,0.00307802882999736,0.00670011894994191,0.00943475160137565,0.0116781459740727,0.00137494253343159,0.00170737806537669,0.00111618310164643,0.000998286778223318
0.00100060508997396,0.0090535471501932,0.00288820555447147,0.00713787235213979,0.0103207371566671,0.0184318448955172,6.38115550756397e-12,0.00586538131709169,0.0063677608463003,0.00295848340602262
0.000203902979198922,0.000798494425736736,4.2203903535863e-23,0.00242081596871041,0.00214659661242388,0.00528004648807701,0.000661124570085796,0.00138771949003094,0.00132023442457089,7.70350027507642e-05
0.000403647671345014,0.00114966596074036,0.000503965004917934,0.00165994622727727,0.00213499423742496,0.00329925162735222,4.90495619992684e-23,0.00035816223543899,0.00114144881933151,0.000933589036509554
0.00050170519427493,0.000540490429096789,3.54145628257983e-19,0.0030408073850945,0.00318837088435587,0.0115468414289034,0.00193752276809667,0.00235143456481896,0.00180898689984147,0.000749165776901075
0.00156024384960694,0.00324437012886911,0.00135631467959532,0.00726091900490737,0.0100717382437097,0.00921319019920645,4.90495619992684e-23,0.00601091848794123,0.000827225929536442,0.00282714357096961
0.00200176532972521,0.0168644450901589,0.000850999068836851,0.00130289248554057,0.00261135455170451,0.00817023391855525,4.01743250220567e-08,0.00113626389792425,0.00644035437691537,0.002251764437225
0.00103590019717555,0.00456834791563395,0.00110213435376085,0.00192382249961382,0.00347854429496563,0.00592570979459668,0.000297715423569843,0.00168425710745997,0.00369122367753946,0.00165297597844624
0.000531484441061655,0.0022242808495581,0.00171779013341158,0.00286886394684965,0.00797586949843574,0.0116256058959539,0.00140000189517884,0.00426116555735994,0.002179465556154,0.000570996757733583
2.8266125053213e-06,0.119973975368423,0.00352203178409333,0.0121644507730346,0.0166510756009602,0.0108672370350463,0.00145876640878386,0.0105825656277523,0.00607210976230654,0.00199954237216224
