"Biliary_A (RefSig 17+5)","Biliary_B (RefSig 1)","Biliary_C (RefSig 2+13)","Biliary_D (RefSig 5+24)","Biliary_E (RefSig MMR1)","Biliary_F (RefSig 18)","Biliary_G (RefSig 8+3)","Biliary_H (RefSig 30)","Biliary_I (RefSig 5)"
0.00885179869332124,0.0074980731176163,0.00525103626085812,0.0123228119969279,0.00929537157893689,0.0171317271676515,0.0212047871157018,0.00751557306654119,0.00796759774888096
0.00540808451020419,0.0015043699903857,0.00351233495460916,0.00620482106589881,0.00350684913476529,0.0038845411607269,0.0119706688360529,0.00439109185898135,0.013515643760685
0.00450881771191221,1.41103897381474e-05,0.00265804389093981,0.0119484897598594,0.00149786973107931,0.00393703779921355,0.0127513367282336,0.00448770232865956,0.00866205587651487
0.0115887400009404,0.00504169611413408,0.00575033097481774,0.00969194166047819,0.0054844037079167,0.0149488908533136,0.0294294032775537,0.003087296724243,0.0111939232730178
0.038571776493993,0.0064513639780943,0.00360577164202454,0.0679463115270532,0.0400276353686444,0.0183113515534091,0.011414304017525,0.017605813933734,0.0691067395113779
0.0128504837600624,0.00359657976337283,0.00255941604607151,0.00929886283205459,0.0109306856293088,0.0068334037123322,0.00443158846863489,0.00524437178385098,0.0190528211922407
0.0140848197863939,6.63508893104853e-06,0.00262083075063295,0.0306997865517887,0.0272022751165868,0.00698214166723319,0.00574652903039514,0.0174989853851821,0.0450288188909963
0.0266170858286877,0.00349440608484042,0.00545998712709754,0.0237189564250144,0.0195406793561963,0.0166703210994864,0.0208275499973977,0.020239227956883,0.0464532975441986
0.0126387409502931,0.00203143893599416,0.000830801471516171,0.0171390653376226,0.0292853521981477,0.00529339380798,0.00423834766421855,0.00794020510637811,0.0181823343830773
0.0200398684789053,0.00335174620689362,0.00401125126580728,0.00570813401750995,0.0106946547867118,0.00390923668670731,0.00600263263755965,0.00496705228200797,0.0229664032199687
0.0208597109749897,0.00456716549876995,0.00306578125798232,0.010522845750487,0.0313228909593504,0.00799393902428163,0.000539196212091535,0.00709873202857995,0.0127918446080825
0.0230953312402214,0.00405060792130195,0.0078542011215571,0.00790005806139302,0.0196870736634742,0.00741643925930338,0.013757270710597,0.00696149531062948,0.0228658903485382
0.00681196600824881,0.0111687507627933,1.16161122137502e-06,0.0154612917810626,0.0827829274525027,2.1351372263679e-10,4.58381139715562e-08,0.00719312093294821,0.0239081061646234
0.00723824096300629,0.0103546173872628,0.000395904672270857,0.0180431357250197,0.0214224418360208,2.66202921706867e-10,0.00218305626353683,6.36910074570685e-22,0.00847622836174171
0.0079892180655218,0.00367096483811433,1.2841579737299e-20,0.00842782401242369,0.0461421216252811,0.00252868311754043,0.00298994148173753,0.0050018325339137,0.0148604517984547
0.00875655324559949,0.00398407001902872,0.00405879387408025,0.0116563407192456,0.0568180971703872,0.00872271503433561,0.00223365454165735,0.00862718154882399,0.0251540414105007
0.0118302029576858,0.00442727050346496,0.00222816435520613,0.0545800852893693,0.0543058467792904,0.0094369965489247,0.000124373129631944,0.0119064416483498,0.0221422737593684
0.00830647182179879,0.00726511068777799,0.000877414996788291,0.0128574646158026,0.0219771211747118,0.0101926991799703,0.0078243243707142,0.00653727099307393,0.019021050947501
0.00675580320874444,2.30107400079064e-09,0.000801996123667748,0.0288085940963105,0.0243790826578312,0.00229102123110937,0.00196299882292606,0.00790314610286515,0.0141206737148699
0.00886028540935404,0.0114568319301793,0.00320397970126053,0.0216969535986663,0.0413727930292829,0.0122128289278121,0.00498437315122244,0.00923559518241995,0.0308397080788318
0.00480980844133131,1.48729980302068e-06,0.00251241781423247,0.00476518542022906,0.00353960829066043,0.00261964554265979,0.00929520452008767,0.00346531504502247,0.00419629304370989
0.00713881626926185,0.000560100000552862,0.000701765421638547,0.00155283482834546,0.00129978563862936,0.00223253771163129,0.00120843322672239,0.0010778700396867,0.00256870517787177
0.00765906462824635,1.36139585273816e-05,0.00160709690038235,0.00225895867262595,0.00157388312630555,0.00391269097992126,0.00619817440881843,0.00187404886595682,0.00364385136784388
0.0225810107239031,0.00443213723817606,0.00324566915272815,0.00385075766110461,0.00126991500099488,0.00371649422224685,0.00193229992221166,0.00414275080361261,0.00414180671136446
0.0121122148163094,1.13541564684863e-11,0.00110490421597897,0.00157042070679754,0.000906450293516567,0.000611955792947832,0.00142833105632316,0.00252951452338604,0.00115599633867308
0.0168928802878379,0.000864729474350314,0.00237029640652396,0.0024082632532666,0.00264673650175484,0.00151578156653491,0.00153374348377617,0.000693930713092428,0.00340074410562508
0.0163435606998681,0.00252744419514172,0.00191957233086354,0.00241074964167947,0.002607866172143,0.000537280554528249,0.00643733819012019,0.00256667107111407,0.00348861376787077
0.0955674146171072,0.0107508322969535,0.0160927883638567,1.01044866128088e-09,1.0680047137716e-05,1.32206347661675e-09,3.89257314752738e-07,7.58788170941819e-06,5.35490026877788e-07
0.0032226251473847,0.00107034557776439,0.000860835438071969,0.00171409692952228,0.000431162337467289,0.000823761079807144,0.00243032265537334,0.00246445902420629,0.000743951922566408
0.00244195954889144,0.00176523178240732,0.000842286821002758,0.0021461856965787,0.000323421370954881,3.75298229602098e-22,0.00367393032534544,6.36910074570685e-22,0.0015587978998397
0.00404230471341825,0.00187535006944743,0.00114689436969306,0.00182264964658828,0.000552657518335172,0.0025570612549146,0.00662944953510772,0.00221219616792114,0.00288964456164152
0.0197908400642663,0.00880820816781207,0.00407819877934753,0.00761557083650264,0.00109773266722787,0.000544505620843506,0.0041104675406679,0.000679949993341173,1.23997972154689e-16
0.0187637611205192,5.69365475943141e-08,0.00423112582772135,0.00184412603303221,0.00492236880503487,5.6200531488949e-13,0.00858879885390877,0.00300331108825882,0.00277916064949286
0.0125757256757898,0.00145863621363086,0.00260940551773937,0.00254815898420248,0.000615296448417939,0.000346577619353465,0.00403912655121938,0.00223555032031799,0.00531385867037466
0.0163564904778046,0.00158219187183651,0.00341959549499064,0.00542033523453412,0.00207391090152741,0.00335738124385571,0.00511679539941777,0.000710738810676711,0.00366853179523539
0.0620767198256323,0.00809280109710253,0.00860725644586072,0.00394193350216468,0.00469631120779378,0.00715868363930487,0.010168393785699,0.00253489741567171,0.006540241667638
