"Lung_A (RefSig 13)","Lung_B (RefSig 17)","Lung_C (RefSig 1)","Lung_D (RefSig 4+22)","Lung_E (RefSig 5)","Lung_F (RefSig 18)","Lung_G (RefSig 3)","Lung_H (RefSig 33)","Lung_I (RefSig 4)","Lung_J (RefSig 2)"
0.000450595226133787,0.00361190959326328,0.00412341856076027,0.000991775002682502,0.00523539984908464,0.00366374814000292,0.00539898509482436,0.00377986381338896,0.000948270562266808,0.00259590107595613
8.99393740282677e-05,0.0064094404723321,0.00331634536368247,3.55735337003675e-05,0.000928456424095567,0.00321797056418228,0.00135292098975665,0.000300985613572026,8.86264849654734e-05,0.000600306021040451
0.000963707118215661,0.00309393556091941,0.00329858608561149,0.00264621516687369,0.00167370081277847,0.0061509009599401,0.00550286869034227,0.00199065409072153,7.94081395364022e-08,0.00107538971024077
0.000845668963176126,0.0527556164433007,0.0035315596159307,0.000104194927127333,0.00220352263806488,0.00643916849648856,4.83409477356413e-08,0.000546110265465524,2.51170401184736e-05,0.00027970356131902
6.72138480550207e-06,0.00437475042865042,0.00128074697485367,0.000948913780738117,0.00328590457066772,0.0035397125807952,0.00480424092828208,0.00336980887435633,9.76740623499796e-11,0.00060770550185995
0.000706512647602073,0.0163571855639292,0.00238324030293678,0.00035188637773255,0.000288964620475849,0.0036143101415441,0.00337546448875349,0.00204042815053018,0.000324057724472209,0.00138870424699969
0.00148421386668243,0.00867936479207764,0.00202095263384142,0.0039243323680925,0.00286612746395177,0.00354572205877127,0.00869872220447799,0.00521305541691524,0.00214803741390776,1.58882982096357e-05
2.99058427688556e-08,0.190918015221767,5.40010233037669e-06,0.000667236473621527,1.78039112119316e-07,4.02535466048935e-10,9.65857425082656e-05,2.89651361116531e-08,0.000480322855786739,1.99174009896468e-10
0.000416523413012689,0.00109274828270663,0.00194879131121611,0.000701236427638115,0.00139926916479435,0.00278464507897976,0.00266093746206462,0.00135366772438833,0.000363401452423512,3.52535404707749e-13
0.000109356772283251,0.00367818420644818,0.00244991537287554,0.000172554757177437,0.000466502005988604,0.00184442984372014,0.00130530897126787,0.000560374604405268,0.000435145851899596,0.000431759448934414
0.000993859854715028,0.0031544201125778,0.00351986975311256,0.00378337557743469,0.000726183829727261,0.00399410686889287,0.00547432268724626,0.00515654831044035,0.000535281544824253,0.00105688264989443
0.000858583553988731,0.0492873460439554,0.00258528559177616,0.000391967461076812,4.15188106963416e-06,0.00435792336286771,0.0013634313793692,0.000116108922529171,0.000582863664055471,0.000202155359563517
0.00065027056992141,0.00502959561823494,0.0030811234303708,0.000295940457187921,0.00548137452095678,0.00755878782451839,0.00629252403821084,0.00391489197841884,2.10448016417193e-13,0.00200188276211864
0.000906631650549584,0.0123132952096503,0.00425016899562767,6.19080431182039e-05,0.00176199942199242,0.0043000566566671,0.00235022194976027,0.000681656293497599,1.81033404087411e-22,0.00106719532573524
0.0010900154261515,0.0063738306453818,0.00327612432579861,0.00345911464107359,0.00352777171978904,0.00540746078175932,0.00900356280438144,0.00256260792728144,0.000828867103877319,0.001580637079508
0.0013816287582901,0.117608204292865,0.00890726541302053,1.99616911496231e-15,0.00423380266160307,0.0123602804051638,2.71463632068071e-05,0.00241882378288379,1.48093673537331e-05,0.00203246385757168
