"Pancreas_A (RefSig N1)","Pancreas_B (RefSig 18)","Pancreas_C (RefSig 2)","Pancreas_D (RefSig 17)","Pancreas_E (RefSig 3)","Pancreas_F (RefSig 1)","Pancreas_G (RefSig MMR1)","Pancreas_H (RefSig MMR2)","Pancreas_I (RefSig 36)","Pancreas_J (RefSig 13)","Pancreas_K (RefSig 8)","Pancreas_L (RefSig 51)","Pancreas_M (RefSig 5)","Pancreas_N (RefSig 30)","Pancreas_O (RefSig 17)"
0.00031480427716973,0.00150882207294815,2.01994349203304e-18,0.000197243915293789,0.00463105847324131,0.000316169349189776,7.13051696947069e-05,8.76836950141645e-22,5.80064025161208e-05,7.50251170907407e-09,0.000199238433817565,5.99248053133405e-05,0.000262419842599882,0.000339246163138532,1.14261641642667e-21
0.0029716834265834,5.63443179554646e-21,7.22030260078915e-08,0.00161835718176271,0.0243927274876396,0.000243818307212489,0.00061017726269999,0.00213747824773778,0.000569532204935256,0.00469711661897287,0.0065920217137047,1.95161624781007e-20,0.00357533596996199,0.00155651917597339,0.00173022706281678
0.000317249238692146,0.0130353840698117,0.0218154125552056,3.16345352720442e-07,0.0162351474087691,6.5576162892856e-05,0.00383493413275174,0.00148958561473512,0.00102162905299148,0.189845560780244,8.58100112588131e-06,9.66715980816128e-08,4.84785884333496e-09,4.90137088048176e-12,1.38635924814077e-09
0.00387756311455208,0.000468749186315162,0.00156555753474093,2.57819871553566e-07,0.0295849656069562,6.8573974069133e-12,0.000653287615743029,0.00236289308209442,0.00127070071052199,0.0524465419927635,0.00840352320720702,0.0124214457990525,0.00410456286887333,0.00553711794328373,1.48998737194883e-05
6.1888076712299e-16,0.00397904920255962,0.000380818619208367,3.13311286546035e-05,0.00538229600455638,5.84623120636198e-22,3.77735502734623e-05,0.000715448529892281,1.06312614003454e-21,0.00800378705042603,7.6503266456226e-22,1.54252352892023e-21,9.15813331881123e-22,1.56146048012531e-05,0.000188619891379834
0.00966629429581924,1.27257200160258e-08,0.0209072719694303,1.84892698785949e-05,0.0325641508146476,0.00431656728423756,0.000333068308801866,0.00255130595425937,0.00236026267658985,0.247202120766733,0.0183735808887057,2.87965573691207e-07,0.00306028922106613,0.0124210586844188,0.00799154170067671
0.0167797927469865,0.0242977061814805,0.0201138991278301,0.0199812638668841,0.0173366392498649,0.0155259826318144,0.02572251274318,0.00381016591371478,0.00194060024987188,8.90742093596022e-07,0.0218511362851715,0.0255466709600271,0.0198597229061772,0.0714119360644498,0.00155467227062278
0.00802023382225733,0.00395812887166833,0.0100328979047056,0.0112750960575507,0.00546483770643438,0.00760732687661164,0.025656724080748,0.00321078209758561,0.00153066190884423,0.00159353691271153,0.00788092620730179,0.0106919677172053,0.0115660818458336,0.038565354303622,0.00177343590370505
0.0362000375586448,0.0279185845695523,0.00958330984384079,0.0247162177964881,0.0059066708719255,0.261023204842878,0.0489388070322856,0.00490920835471973,0.00254574514521641,0.000819977825775481,0.00501683162698305,0.00513753505600366,0.00929845330714452,0.00653423111717115,0.0357790144649018
0.0296630637992299,0.0139269162839804,0.0105044278183667,0.0115218237720057,0.0183027427045892,0.00890186146877517,0.0110900885840516,0.00329831462865099,0.000926281861716885,0.00209193933850431,0.020518223528921,0.0035597107418972,0.00462454057850926,0.0523663722505316,0.00489035353698653
0.00903849418456787,0.0204281084946,0.0231808118525621,0.0161568449453463,0.0120665031704543,0.00797449167409268,0.0115614368235758,0.00436274947917819,0.00245448998968093,0.00310432807031246,0.00638532442452929,0.00886364659916189,0.0228780905563647,0.07792019962089,0.00205644385076414
0.00413036568927489,0.0148230163057794,0.0142481272277731,0.0048345795123288,0.00782228539676377,0.00725006401537457,0.0132556878783726,0.00565569080549471,0.00478134231124796,0.000890992797750219,2.26978316242775e-06,0.0146670563289106,0.0195005945152742,0.0819193573553098,0.004414780347498
0.0152731837026272,0.0269298125870241,0.00789918961226322,0.0111997596962118,0.00974518151886766,0.146446965832365,0.0446845943276987,0.00430453994987992,0.000602352835181625,0.000596020172100791,4.32592797732014e-05,0.00567185945373461,0.00405340872290696,0.0140502533909876,0.0280370342392238
0.0236160655440725,0.0183027972369614,0.0216259918833833,0.00945837437044011,0.0166238048386505,0.00912646875342417,0.00763130397035163,0.0055501502413413,0.00184173417560182,0.00219747493579056,0.0185478027477691,0.00602258430410487,0.0241739093888495,0.0725975828392035,0.00379672113570298
0.000473752243464375,0.0133658767314028,0.0125206484719865,0.010499072638747,0.0149143549294344,0.00547234193273442,0.0692332277574538,0.00234197821552048,0.00121237964179986,6.00304224238216e-10,0.0105885225709891,9.87483116201862e-09,0.0239888611153504,0.0362730199203128,0.00449211697195733
0.00411699296284405,0.0122678478825653,0.00604890310775521,0.0043205638063633,0.00912995012855967,0.00188752096454206,0.0858690157659764,0.0081990164163246,0.00105622877701915,0.00512302884222597,0.00598652479921288,0.00870955771443911,0.0227480659169417,0.0243836952223267,0.00562886947917775
0.0342007212153096,0.0237372475591525,0.00178415563920387,0.0184916654134691,0.00693664113008189,0.184568774655866,0.109449963174181,0.0242787314841193,0.00172652134505886,0.00426994101028428,0.00315497835710082,2.41209832452247e-06,4.58059438454425e-10,0.00617087178488779,0.0308964483327138
0.0167892108169873,0.0190580068097948,0.00855472824531439,0.00422744210029263,0.00635958963717187,0.00657163132826582,0.0557643528587972,0.00398738975908429,0.00142215071804539,0.000755491644533299,0.013107271495619,0.0151872015937759,0.0205632038491095,0.0294886059505062,0.00256735498045737
0.00307814000774066,7.80309794308703e-06,0.33078812715435,0.0438703642182637,0.000348117841047125,0.0142023919369063,0.0101723900033148,0.00444945746024596,0.00404922421586428,0.140941546009513,0.0113132938567834,1.18272396630267e-09,0.000793426067597427,0.0204665214951072,0.00967942348407197
0.0137814363031938,0.012255647647867,0.096400235366011,0.0157191785311772,0.00706340195162119,0.0156822294534731,0.0360688605076627,0.00228446818388836,0.00271047793511699,0.0192504447677087,0.0152758422249348,0.0139631698567846,0.00825816460786853,0.0710947860813802,0.00554967993987102
0.0171190970112395,0.013272535156293,0.0321318481287465,0.0147879040727796,4.13401337523747e-08,0.107651690230267,0.0305515989968673,4.72845498292234e-10,0.00118200614080337,0.0144912291510546,0.00372782184291337,0.00698474203337978,0.00538912163866274,2.12072748512141e-06,0.0179042938640659
0.0290159390268855,0.0126757198545311,0.213858653464138,0.0242563818721396,0.0120586658852615,0.0177094506001589,0.0183387338882416,0.00505414532465863,0.00254203445220538,0.0422146462606716,0.018560628729087,0.0455216864356651,0.00360309708799959,0.0376798771915501,0.0149587555738406
0.00957869642366599,4.82558616981191e-06,0.00133524736681217,0.000645229851460666,2.06618727581213e-05,0.000889938859276695,0.0324902882684833,0.00280262897724777,0.000998027084629617,0.00488140288241464,0.0189447816081745,0.0514296009493821,0.0248396449479694,0.00630963517315342,0.00302211784777203
0.00227954557246247,0.00204567109383309,6.22677020841548e-10,0.00441213619082049,0.00318343692106068,0.00586450676233884,0.0299833233614623,0.0015263597005005,0.000372624793359707,0.00490256415736665,0.0187822711051842,0.0101497733938886,0.0115338793805262,0.00292722243975504,1.44573618518705e-10
0.00702403233988579,0.00453469600396485,0.00061560931040864,0.00114390034247065,0.00345004626721345,0.00406064162218016,0.0022546038062632,2.82084852186788e-07,0.000433304442223713,0.00194110340267768,0.0203438561970538,0.0416632323852373,0.0197330890555482,0.0138046386546929,0.00393509733193182
0.0556142162692485,0.0331250740490543,0.00166073893960022,0.0139174102427555,9.26205430202029e-09,0.0143108984612124,0.0247364712964315,0.0188926337532283,0.000563464905574042,0.00545895477432065,0.0283394625344344,0.0143053200996444,0.00424779900735519,0.00421185820492258,0.00333959307573331
0.0139610105394313,3.17770630379224e-07,0.00285559243176099,6.20277293269908e-08,0.0122349936197761,0.000953891016909068,0.00256982270718372,0.00113719263020477,0.000605838092623309,0.000161282888324927,0.0182992029663676,0.00676908492874285,0.00490929607848334,3.43717716962233e-06,0.00294630544222474
0.000430687926279683,0.00175958960213769,0.00234769729897267,0.00725787117157278,0.0135859414553753,0.00155643716646253,0.00528868818132173,0.0030786519398105,8.19637114562188e-05,7.00415773550567e-11,0.0282162457516717,0.00267628547544684,0.00638695765533772,0.00304888866136185,0.0127646623458858
0.00483477429212145,6.33443784682942e-05,0.00591547877547678,0.00167202438152025,0.0169839936105649,4.4391122102051e-07,0.00225857023270785,0.00114583705217464,0.00106387170502638,4.90890333741982e-16,0.0273446920480118,0.0055364169935231,0.0149371864089598,9.66406190631901e-15,0.00276302673663436
0.0145251701638764,0.0104743755667113,0.00397064570310566,0.000579511367516749,0.020758591714027,0.00252379266781093,0.00456056243505851,6.78829778885941e-15,0.000461773187239773,0.00165690617390754,0.0443042812436746,0.00581607563956494,5.33010554034256e-06,0.00807350545334311,0.0414403049649414
0.00783089253446178,2.27471984695088e-06,0.000956718970546284,1.44298479072586e-19,0.00872137034208982,5.84623120636198e-22,0.00523914293890429,0.0019237820671736,6.75626953668861e-05,0.000917457118985895,0.01256380577228,0.00808970067515067,0.00588764898924648,0.00139401534080493,1.64371363765946e-08
0.000207921594890091,0.00388992417295174,0.000527051844770221,0.000425965112412104,0.00754121269730846,0.00145659342123762,0.0094378335985306,0.00237857287966247,0.00034112627009901,0.00140001057852826,0.00920040165984628,0.00117200013369105,0.00478027313063332,0.000637439442801419,0.0041340142453571
0.00441557766568977,0.00370680671952777,9.10719361483917e-22,0.00206780520203815,0.00935925436088712,0.000365627152348936,0.00312157636829436,0.00204217562261089,0.000216671739534312,0.00277720435480375,0.0109204720584939,0.00601637589506011,0.00887751938209567,0.00298478444619005,0.00253286327444631
0.0106122811464529,0.00151907105306976,0.00372016196456636,1.05756452722305e-12,0.0118194409424294,0.0018224616907705,0.0034835586034082,0.00278444029184841,1.06312614003454e-21,0.00114902281455175,0.0230738198506326,0.0120516492011641,0.000899746592857438,0.00141548899560557,0.00892215258955724
0.0562514199306379,0.00865493414689754,0.00305573830365305,2.78349966526052e-12,5.84290567743423e-05,0.00995934976879415,0.0235095476037774,0.00398571631919713,0.000215353300039207,0.00619904400116932,0.0130444541470368,0.00874486463879752,0.00111782147291429,8.83406785186215e-07,0.00900841060935932
0.00323979901407501,0.00413273496434121,1.03829242210376e-07,0.00730216752897135,0.0112505430851151,0.00145389398818868,0.00766495643100555,0.000561662494212987,0.000239503829207894,0.000385353206468631,0.0189634896421407,0.00252394375347469,0.00565837851538501,0.00331897998391548,3.13515199850131e-19
0.00506858507054305,0.000642972729892039,0.00134743401483631,0.00239392294075438,0.00445725306375036,0.000642021732298545,0.00179357123430223,0.000403978558034184,0.000113993003165126,0.00181593988216341,0.0139064733948534,0.00471313912413196,0.00667579261164768,0.00450633089045088,0.000580618634652167
0.0289263633791712,0.0149020148609424,0.00234789322281245,0.012605247735312,0.0144571073170084,0.00610415833433442,0.00564183698356074,0.00479370026493676,0.00012487366006754,0.00167768478046497,0.0427395375374955,0.00292326613464034,0.0090883763301987,0.00716209460926638,0.0143273019889071
0.0262254117164033,0.0131372481964824,0.0113318588161583,0.00217202028080099,0.00520414084017033,0.00969307153120226,0.00837533141788959,0.0591955118797598,0.00266235672207865,0.00606620129388168,0.00746638649599626,0.0176912341955759,0.0699171691653485,0.0160937257302266,0.00261974322833351
0.00871440804101127,0.00178344311139604,0.00386990865378556,0.00550917415602384,0.0145719803867327,0.00211165825630503,0.00392163565939921,0.0239690488426012,0.000397154866315284,1.05302174711297e-05,0.00456149705337748,0.00675131073852294,0.0198923697214423,0.00597260745328672,0.0038751001394591
0.00316482816735318,0.00110410438167362,0.00569147571964539,0.00381252202874316,0.00682702684170123,0.00107243006230003,0.00502619500239917,0.056955551666031,0.00269374453975395,0.00863939324215728,0.000770616879341238,0.00569101411583741,0.0562145426217065,0.0169047005166229,4.09109073424775e-07
0.0147911278407665,0.0107055407593603,0.00485304055281969,0.00830054417289866,0.0166888673932945,0.00949049477639726,0.00226592181454936,0.0279194415132451,0.00299106206322714,0.0145171271151799,0.00969226626619005,0.00723751483790357,0.0662712587124113,0.0286553882579824,0.00247374531417488
0.00910165212323874,0.00601849310608112,0.00167111823726769,0.0119790333987218,0.00599095810620222,0.000529964221260244,0.00323595826764956,0.0477477961103857,0.000947727414372601,0.00229355361475794,0.0046451630006139,2.98060651943393e-13,0.0200898638179589,6.48972891533306e-07,0.00374321824468984
0.00183449712194388,0.00454444811856036,0.00246607482977442,0.01681015787267,0.0101102650464771,0.00127282001108793,2.6740822478159e-12,0.0310974718970808,0.00016982097728966,0.00194179429875694,0.0137786546539518,0.0332990032997327,0.0107103654092645,0.00542238729802953,0.044784931166275
1.385934490223e-14,0.00615349754835626,0.0036819730607516,0.0259886242295285,0.00860252219611269,1.03688780357071e-06,0.00143818459437173,0.0587914251991114,0.000865883067360022,8.5581923212949e-08,6.33482273164245e-06,0.00109717334042992,0.0214816379695252,0.00202341153544863,0.0170089930965237
0.00493824293353503,0.00201414020672073,0.000722277242407531,0.00663563811379848,0.00961188941895893,0.00161472994655947,0.00312831049072101,0.045433355905978,0.00116303790998448,0.00676421231832768,0.0071830182675377,0.00427223498705046,0.0116295855398197,0.00229615213624038,0.125621484884999
0.0250000119520403,0.00268434644815649,0.000475645451557912,0.0028436134496561,8.69722493812806e-08,0.00378441336627592,0.0177015799115049,0.0546931742475682,0.0013060357203636,0.00602043477504371,3.80927734722002e-10,2.23868222573752e-10,0.0290948012624678,0.000237083355639853,0.000476777403332584
0.0152742564339273,0.00593588795878767,0.00120625976773376,0.00182426497592434,0.00912469061538061,0.0042027368105671,0.00840568416053767,0.0203472216121542,0.000532678145882216,0.00376024684115278,0.0033890458398518,0.00158214886719412,0.0130336033812851,0.00282437796628016,0.00855805128121123
0.00274191022645494,0.00177604086118617,0.00280259599374403,0.000862881434070196,0.00177851012188107,7.51469342120196e-05,0.0141450499715507,0.0423779196167882,0.000884531304685739,0.0043146287058323,0.000456619414373498,0.00391268333178725,0.0289942694314134,0.00448219668978783,0.00835485642057398
0.0166855666927738,0.00787590395117245,0.00287074183995679,0.00542248027541834,0.00430271951377806,0.00366215286155439,0.00880977640756732,0.0332539243731336,0.00126010932836547,0.00454919990805248,0.00140562182041149,0.00524239883708241,0.0352569770765115,0.0101293048329881,0.00957512098129122
0.025776501942763,0.00407302922744266,0.00216500352436662,0.00973564091994889,0.00328196675398287,0.00179036844644531,0.017936290912341,0.0362239685743969,0.00178618503874765,0.00727155779179031,0.00315393264698597,3.39022200105989e-13,0.0290246758516617,5.01901183505775e-11,0.00603270015407143
0.0286383135321892,0.00961131425843585,0.000407754694168094,0.0184314933710596,0.0107347135036782,0.00328809940580438,0.00762000783772756,0.0245073248449054,0.000554393324813162,0.00273293020281316,0.00381758891622809,0.00489646235129051,0.012245599571726,0.000906505676555946,1.62946363550196e-07
0.00443749166741629,0.00396370568899478,3.62615847764099e-05,0.0135794017283669,0.000600120804045397,0.00238132782027741,0.00645405161488754,0.0294204803834231,0.000430868632316954,0.0024411408839479,0.00274039092431974,0.00234068490890024,0.022091076435165,4.66546217790705e-10,0.00187820186357464
0.0254847323237302,0.0201428661298188,0.00309679284699865,0.0232139578919078,0.00416443763061069,0.00481859561891193,0.0168477460532573,0.0443687513750391,0.000882320207578525,0.00256579578235829,0.00439508036771438,0.0150293478948411,0.0320909083145045,0.00442145089689224,0.00664292888327884
0.0128645946778293,4.22749104135722e-08,0.000283699241431677,0.00643167732435235,0.00125311552044088,6.48194151209681e-05,0.00124766626639819,1.08740848552949e-10,0.000241997406389613,0.00255017152642261,0.00592935339613838,0.0109399041913513,0.0112615428877929,0.00487549879981823,0.000534937844697193
0.00201933111968226,0.00103264478698292,0.00131748885072961,0.010814611263168,0.00312640973744065,0.00106736825052354,0.000510481355319325,0.00145663926666788,0.000111294490220308,0.000487408975295581,6.91733337556359e-10,0.00473324470748068,0.00360725320422887,0.00194421859775027,0.000189826628937971
0.00127964059597944,0.000887392018439307,0.000199164896094097,0.00326439594328369,0.0130320190277688,0.000858147907173689,9.56509925023782e-22,0.00149333459530108,7.66757566757805e-05,0.00257823335173215,0.00503999836177292,0.0174853033619023,0.0067946279746177,0.00413447928063596,0.000359740686187079
1.33688639696694e-08,0.00288199411941517,0.000825381691190925,0.068571013012589,0.00554647884980062,0.0013334825125814,0.000734305616638607,0.00560225038142759,0.000619948804407362,0.00107760863416092,1.25671478487664e-05,0.00754186655387836,0.00422630115586165,0.00435218720771961,0.0303722930075789
0.0122741673096758,0.00188381326416011,1.27176938093441e-06,0.00583593963812496,0.00741405985916295,0.00026025243702264,7.18899438245083e-20,0.00099703072285741,1.06312614003454e-21,3.55308476100999e-06,0.000862716724194173,0.00504283846649304,0.0016465817061864,3.53561091077644e-09,1.29459141316945e-06
0.0010216700335777,3.64954163183629e-05,0.000630056362646799,0.0134031036794799,0.0100869419419513,0.000254331168967297,0.00099825687384528,0.00538072282785652,0.000103500632485376,0.000668573272061506,0.00201414842770739,1.16358695720752e-12,0.00279616771551645,0.00272025896565382,0.0143609336766356
0.0114980052179847,9.23544359931932e-08,0.00367697668585596,0.00736142018348706,0.0180218950081414,0.000558486391099702,8.30809226190118e-21,0.00918637691330885,0.000240619153829843,6.98615687829231e-05,0.00778746809088403,0.0120437200443276,0.00209690719505002,1.69523419975586e-11,0.0068428392500771
3.5211467225686e-05,1.54367240468962e-08,1.6158762983853e-09,0.106929860047637,1.56271524590962e-11,5.7725237215702e-08,1.4322790865669e-07,6.66094206533051e-06,0.000306278216014872,1.96368526375869e-05,4.33124569276483e-06,3.48069569142985e-17,3.91939803583737e-13,6.69546553730343e-15,0.254262144801943
0.00297938481007392,9.49001362148855e-06,4.83168463570184e-05,0.00177619853998062,0.00691268039763749,0.000499482304679965,0.000181306680670611,0.000460611622406681,1.06312614003454e-21,1.32315737851121e-09,0.0020052538089128,0.00594364623998028,0.00162693471055599,0.00101670528126454,0.000740075610874599
0.00246971278997065,5.99839633957518e-13,0.00114468582001644,0.00610003439657648,0.0054991028497622,0.000565731474077108,0.000659518546399395,0.000753897587310774,5.46322444327004e-05,8.68647602133814e-12,0.000952626537195821,0.00507465160580788,0.00150917373013455,8.39363660350865e-22,0.00239495066410102
5.31289494712339e-06,0.00114253027474517,0.00122916912677597,0.00584592262159007,0.00998372301874668,1.24811064420582e-15,1.5877344692708e-07,0.00326911094589052,0.000205868933542345,1.74571069303597e-08,1.98104359295777e-05,0.107789548854289,0.00158996535987316,9.77086622553436e-12,0.00221900075979531
0.0112386034489819,0.00122309246833379,1.29565269608245e-15,0.026560067963171,0.0083802432537924,0.00112724098172882,0.000473562754915221,0.00244906846849907,1.06312614003454e-21,0.00211858218426141,0.00104332267807954,0.0061881403494761,1.44964339885908e-14,0.000841009844712257,0.0606862131319596
0.0203301599730996,0.00401868435200277,5.59625122077194e-07,0.00193334738032634,0.00822999398765768,0.00018332904281977,0.000456293367898432,1.26588456956671e-07,0.000561874432649843,0.00409240950407451,4.98225300053069e-05,0.00270154464048192,0.00385595102942802,0.00322381102225667,0.00467933419800625
0.00452334474636458,2.80932801894238e-09,4.40516022182462e-08,0.0162174452958144,0.00795499310366356,0.000298854062040833,0.000413418207349328,0.00110380083657104,7.04773961904709e-05,0.00141739770574227,0.00255221124263886,0.00678923102567503,0.00659824852738471,0.00224050193093743,0.00244747970921975
0.0142670497971451,0.00123340712706003,3.95987396108044e-06,0.00905873546621723,0.0140906219064308,0.000697070102909571,0.000234784493590056,0.00160410516314574,0.000357391384627449,0.0017544858099578,0.00712896818939978,0.00660235240519536,0.00241386460134223,0.00193100515663899,0.00145555323107825
