"Colorectal_A (RefSig 1)","Colorectal_B (RefSig 1)","Colorectal_C (RefSig 18)","Colorectal_D (RefSig 4)","Colorectal_E (RefSig MMR1)","Colorectal_F (RefSig MMR1)","Colorectal_G (RefSig 17)","Colorectal_H (RefSig N2)","Colorectal_I (RefSig 10)"
0.00492037392165889,0.00155993503041624,0.00290209610988939,0.00203643800342771,0.00430437328772508,0.00201611772379937,0.0332649096166789,0.00688730883501569,0.034319780242655
1.06834425964709e-14,0.00151460824398769,0.00115512552954015,0.0015252823157525,0.00186514172147085,0.00033413604171026,0.00307290834954949,0.0133235379457186,0.00444121809532098
0.00120704192460959,0.00088062780991665,0.000318218261928418,0.00128632781433176,0.0105501859051535,0.00100639154166129,0.0115807913437621,0.00387980912322005,0.00201501915954804
0.00566139480269378,1.67092474643913e-07,0.0015947490064566,0.00207656537124673,0.0151591991490564,3.60556751999451e-17,0.00757247190267557,0.00525216345403275,0.00338499142403632
6.17720299579435e-08,0.00249797661151065,0.00428919185481258,0.000331895813923314,0.0148704202073464,0.0036722697265588,0.194896109011487,1.24191921690216e-06,0.0242969753771154
0.00198472655424315,0.000310842221580967,0.000226661811412185,0.000688917527040501,0.000584497943320632,0.000294950473388204,0.00131638644489639,0.00544232819474602,0.00125573476032821
0.00132684675279072,5.01045447371366e-22,3.82032808585047e-22,0.000276030822740989,0.00301318723086284,0.000697034680724709,0.00242701385916466,0.00223019500507634,0.002148191749469
0.00505398463391666,0.000251781145965953,0.00130968222764972,0.00156089084030928,0.00311989103992199,0.0004452338882909,0.00408362448585511,0.00469357049289904,0.00117610708179731
0.00301121894279181,0.000672451078375874,0.00185666840142184,0.00188668565065548,0.0111790041010677,0.00234584719431474,0.0440833809292122,0.00264688961060917,0.00620443823362485
0.00209584763890129,0.000141491490306432,0.0030099844405814,0.00150832757957876,4.58250244575449e-22,0.00090339837227846,0.012955072527134,0.0323086611648043,0.0144870961779467
0.00260183046984906,0.0011243221054796,0.000761794009505149,0.000962974070404774,0.000832490812205308,0.000704334485402133,0.00561637622141486,0.00956203468349464,0.00855602540762474
0.00601841256216386,0.00116656215857942,0.00288291341930703,0.00214806878568927,0.00284545573064403,0.00142783451096615,0.00549433242830591,0.0109663755097591,0.00329633509534129
0.0141626516475051,0.00364559059946075,0.00838104634706628,0.00645672552259065,0.00575117325491626,0.00342137272041296,0.066964899350706,0.0373621953425536,0.142320618903937
