"Skin_A (RefSig 18)","Skin_B (RefSig 17)","Skin_C (RefSig 1+30)","Skin_D (RefSig 7)","Skin_E (RefSig 13)","Skin_F (RefSig 38)","Skin_G (RefSig N5)","Skin_H (RefSig MMR2+3)","Skin_I (RefSig 8)","Skin_J (RefSig 7)"
0.00291872206453042,0.00107352522758307,0.00159582067436291,0.000758238215134605,0.00274910490083339,0.00177611549787837,1.843668629054e-21,0.00107994246949993,0.00168020066842406,0.000339754096209283
0.00862431652439697,0.00375695434291888,0.00832468483325005,0.00267241157041868,0.0211191008653729,0.00455412816450017,0.00310693068646713,0.00546602670058028,0.00669436400181235,0.00083852312358949
1.94675296585625e-21,0.00270520407685802,0.00193627424533262,0.00380386888092214,0.00697661994064971,0.00360847237659338,0.00223875305802258,0.0154502874050396,0.00896421938527223,0.000237189869400205
0.000934704372392538,0.00373927697081579,0.00308416183468513,0.00272246293010609,0.0129956814558893,0.000890689170345025,0.00308226959132873,0.0157239078199741,0.00495587393107135,0.000413083480416088
0.000955333122352674,6.54807407340032e-18,1.35233204162522e-21,0.000266101287107117,0.00166699920634128,0.00154602418860314,1.843668629054e-21,0.00298886775360254,0.000192062717780801,0.000137694493472029
0.00412977578412338,0.00337658249938318,0.00143874539689824,0.00157190171914403,0.0110312539018123,0.00370319054204826,5.19168861585397e-14,0.0130678230413148,0.0100445961944709,0.000501999396728524
0.0167826032227782,0.00506415570208839,0.0102312517621456,0.00517351682824988,0.0601828985648467,0.0114368685358453,0.0043989720396906,0.0153002501488764,0.0106709918581479,0.00073329384206805
0.0118597124954471,0.00203341809557758,0.010628884050722,0.000347179974758083,0.0283951327826177,0.00844150031715901,0.00495852753799163,0.00785343931442685,0.0165696279173272,0.0011123776850931
0.00200696807794231,0.00107109811713838,0.00101488833447635,0.000143309774350513,0.00311236146707541,0.000727090824718479,0.00178359047740634,5.17312260413634e-05,0.00119005474349286,0.000202463398905793
0.0275030417793044,0.00473780913937598,0.0232051645133254,5.07698020024133e-05,0.106205786667928,0.0203276956773637,0.0130006339680716,0.0179296593915607,0.0177392052538076,0.00195590788117248
0.019615080572325,0.00865071126952295,0.0369869000180503,0.0164100709063643,0.0166169194619856,0.0109087581861483,0.00682679275390582,0.0127257717701657,0.019931206076682,0.00181700199919483
0.0100910190730135,0.00548540223816227,0.0210736878699756,0.0146336413948589,0.01141278194053,0.0043969732733196,0.0068610459221305,0.00177455610302783,0.00506346073713977,0.0191449454612705
0.0159700908764605,0.00513899107038355,0.0756330890292706,0.0160800622138896,0.0270079213092355,0.0249503182914685,0.031095232961521,0.00493493346861736,0.0145505668759284,0.00132138258192923
0.0211711469123875,0.00836531266395585,0.025794689586059,0.0230585006557032,0.00984494928125805,0.00613362222027054,0.0113246927682656,0.00201764079270511,0.0134472646913644,0.00870188819126371
0.020084802542626,0.0123214322087568,0.0185526271555703,0.046392013537589,0.0151746089744572,0.0121382389047303,0.0166630350991887,0.00996848266537996,0.00479661668431243,0.0581798403147672
0.0198946908590167,0.00989584186666003,0.0255851911543965,0.0503416516538175,3.87061947817431e-05,0.0151079400774732,0.014404656014418,0.0206977777921057,0.0114932845783038,0.0758312245078432
0.0108294751058501,0.00470575280509016,0.0483018889586491,0.0115354297292005,0.0176323810601555,0.0129443277781671,0.0263679482584781,1.08390126487747e-06,0.00865482049158695,0.00933407147272943
0.0144522857420571,0.0107657744804816,0.0187430724272668,0.0653492990630647,0.0083079115949652,0.00476761070828271,0.0227317755612234,1.50396664785027e-05,0.0297871106231439,0.0639651895399025
0.0168224969645179,0.00591960590020819,0.0236884198836983,0.0154897522075913,0.0132455732603041,0.0122585603594592,0.00486234155217761,0.0105451998226068,0.0108207791538932,0.00115760285596954
0.0117533924890535,0.00724077980246348,0.0174288876757611,0.0129732553166125,0.0105943697489878,0.00959718924993533,0.00873815001737314,0.00959730632129789,0.00351369585954055,0.012765692831447
0.0155216788592572,0.00591497063346355,0.064397265670954,0.00446881659757872,0.0176925978721884,0.024450110893972,0.0241135422982718,0.00874259536317909,0.0097634477043827,0.00108096234318071
0.0107777921147968,0.00668190046090879,0.0217296661514321,0.0234750304103823,0.00954378668260435,0.00676410467045205,0.0109716824937092,0.00870566278737017,0.0155933240227338,0.0128182670925909
0.0133922646823668,0.00967985654282129,0.0235650338978329,0.115936980079282,0.0478474656743951,0.0199273750348875,0.0402014133665694,0.0205416489463283,0.0301531576920577,0.158203866186795
0.0122616847257732,0.01018815217984,0.00743483515572371,0.134210910617179,7.60897908518387e-05,0.0176411526494729,0.0530941903215891,0.0254564854147038,0.00772502276508856,0.276386928794987
4.31332247510763e-06,0.00110160376041409,0.0249961932214262,0.040066683884355,1.34386682747776e-07,0.016109765854583,0.0368116490017121,0.00860321461126779,0.00977069208957501,0.055993526339826
0.0178324535776624,0.0115550912627186,0.037051738137065,0.108650448362566,0.0363113748308939,0.0205325642556068,0.0240304375158742,0.0068096319590565,0.019306839060975,0.101075511094905
0.00901547676426813,0.00434093209119421,0.00227592070368678,0.00462353562553526,0.00525348233318693,0.0048787092688846,0.0163664123486387,0.0212060223306373,0.0157468465367121,0.00372065865615827
0.00527484196048156,0.00208007830271607,0.00915164113770746,0.00744874823713542,0.00441571843744995,0.00247805526575812,0.00568471832213893,0.00312148331085916,0.010498246145978,0.00119362147420328
0.00607024124678104,0.00204629252755518,0.00624779750455365,0.00431235216482167,0.00758850039158611,0.00592511018056699,0.00306098914098168,0.00760358657150383,0.0092614521903757,0.00137896391556299
0.0104347088716728,0.00604230213719295,0.0140950026977906,0.0102185760401127,0.0100787885850401,0.0051522443536228,0.00735534888654333,0.0164796601213277,0.0177030756110676,0.00914767916133151
0.00620767486539499,0.00183407482493753,4.79560400149078e-07,0.00516425723354053,0.00283490813248051,8.54393679989727e-05,0.0037852437821846,0.00764783396312272,0.0120710660509433,0.000892712569407514
0.00725069590958308,0.00861372703067738,0.00549860500717544,0.00675426509002825,0.00613631406486515,0.000999382848373793,0.00268112666822321,0.0047942141223288,0.00993625600610154,0.00123165907327972
0.00490464132636611,0.00376133300430232,0.00262848610578763,0.00410376144732044,0.00254960063452991,0.0031120593471874,0.006730527826143,0.00623982202008038,0.0118496552734776,0.000755098835169192
0.0141483229695642,0.0162461842549704,1.35233204162522e-21,0.00364466494546969,0.00795622304167954,0.00183625829765972,0.00806082981615243,0.00282804569129863,0.0242329169796187,0.00270147712676414
0.00409101011420518,0.00256356570002706,0.000190375723895652,0.000150602299713395,9.58994043534681e-20,0.0006895182220151,0.00365045069870225,0.00587053046109477,0.0095309012228892,0.000829720367115325
0.00424160848840092,0.00156702421026408,0.00373196158478386,0.00383471850163959,0.00247876847598934,1.58485880934141e-21,0.0048983150324684,0.00441159399514139,0.0036748459541776,0.000471633924854341
0.00246095144897071,0.00327658964036348,0.000485445106655932,0.00278682525594608,0.00455324558709095,0.00231873838577872,0.00219753564387049,0.0029972512137814,0.00349572355196085,0.000807673096313058
0.00822325775489537,0.00587429753737244,0.00250682619199999,0.00352087457240184,0.00406738997849762,0.00209051449146847,0.00478868255783808,0.00139809764187925,0.0164840588473436,0.00157948909285979
0.0135695947211015,0.00337139921872583,0.0260699299612173,0.0103593442014688,0.0133914159206532,0.00246845525115629,5.67537008966892e-12,0.0246032614734741,0.00469411153378802,0.00289731826850588
0.00572950137039452,0.00266910465943986,0.00279461324089138,0.00408737619240165,0.00526152292444992,0.00368898459655163,0.00455263445052135,0.0037079593922176,0.00714236985248194,0.00216725479578614
0.00520360279369559,0.00152069624848777,1.35233204162522e-21,0.00325817544992917,0.00249029856712866,1.58485880934141e-21,0.00674883297704277,0.00351877504791879,0.00385277826792376,0.00108532334180094
0.0200253318216025,0.00992606643803947,0.00326270358836544,0.00205250929138813,0.0084727072232172,0.00110412512831134,0.0122061624662858,0.00500431899952136,0.0252158448511957,0.0126609481053278
0.0172476059645919,0.00635099176302196,0.0209076864651568,0.00464450258600496,0.0192621899396069,0.00824836913593675,0.0152699353967212,0.034831125894175,0.0153912464345912,0.00208891833908945
0.00637995447035185,0.00424319850669388,0.00905122535591371,0.00241232297595751,0.00751271322840868,0.0033832179983572,0.00668681227502474,0.0190544863471426,0.00764441537928737,0.000749445688809637
0.0115564746871579,0.00582894681378381,0.014241289888885,0.0016489900489735,0.00901950068778789,0.00721053464687182,0.0118469034571649,0.0172775269157097,0.00582832655354769,0.00137977150790007
0.0152555726379866,0.0112451939095583,0.0157740275091353,0.00354470679434317,0.0138025677135577,0.00746264726563299,0.018493193313826,0.027440294146633,0.0155504560430812,0.00303856616826106
0.00691859184650272,0.00496219222385963,0.0125234576116158,0.00421990449097507,0.00665474015403482,0.00227644448396638,0.00790375110322369,0.0162836590396974,0.00671069675372696,0.00179035145207121
0.00596113726142658,0.021702276006791,0.0060135592718445,0.00129320687150479,0.01391905698776,0.00103729486688586,0.00821500230884786,0.0106838647586231,0.0157477798924274,0.00112287638547513
0.00144652730853315,0.0137606787932182,0.0117946823123195,0.00399344664176701,0.00689218301363727,0.00633492069605501,0.00627500973174061,0.0102400234392273,0.00847747378796826,0.00100771371820761
0.00401235837551234,0.0381325813535143,0.00610329381897338,0.00916128459506441,0.0135917275546697,0.00434423556073344,0.0163375538550839,0.0127870500426431,0.0130134497165668,0.00653794452405959
0.0143243958060604,0.00930805503201772,0.00889620974033185,0.00292809623067346,0.00702371336220697,0.00457363664469496,0.0171426215069887,0.029242523381706,0.00611379377592081,0.000877045278068174
0.00488379309528151,0.00886444317203217,0.00453027651447542,3.66677075353975e-08,0.0128164413546869,0.000239729169706922,0.00861690775578184,0.0232078005658171,0.00419709638923027,0.000527761592281356
0.00745344987263012,0.00516751519640587,0.00991210093971378,0.000259752048362108,0.011501147503228,0.00403031881191334,0.00546665521989071,0.0171120862446503,0.00425006408096291,0.000754291242832113
0.00587191061030677,0.00800034984775669,0.00249599187963695,0.0182638240412554,6.98317427602475e-08,0.011142862200042,0.0695910655984144,0.0186401407297412,0.0106739543280314,0.0101620958959369
0.0065663827647698,0.00585749220675529,0.00994149905678224,0.00712336073337549,0.0122506611629184,0.0078084560945544,0.0128842442066812,0.0336476087358923,0.0130680496313735,0.0062662704618661
0.00861273165307591,0.0101896374719535,0.0201331927022936,0.000439255441313086,0.0163527575871946,0.00290755022894391,0.00993089495403962,0.0268155549105841,0.0195681560182832,0.00246824445981562
0.00334090290788336,0.00622563553568347,0.00607380050298207,0.00491948791520998,0.0121746726716754,0.00612718260500912,0.0033006834996123,0.00773838258362969,0.00487070464876767,0.00234928610856383
0.0090842345672368,0.0108315540173145,0.0140202920933397,0.0072277638103918,0.0185912677359153,0.00512116394448826,0.01943064191245,0.0274158221045588,0.0165362176498408,0.00572906003924091
0.00524339048595855,0.00247790006324329,4.02278849312801e-11,1.41832739117791e-21,0.00462606910978707,0.000167169212289961,0.00739407352337591,0.0188293545904925,0.00445532709991726,0.00121445735649993
0.0018657141950565,0.00445802502956609,0.00225120926160387,1.12336749564259e-08,1.20847387153229e-12,0.000743583266478379,0.00311922305184805,0.00627052762448183,0.00172634710031856,0.000703251407128698
0.00673494802939709,0.00229349836285815,0.00414038702334613,0.00531492131604074,0.00399042064463779,0.00607776165970928,0.0328453082431052,0.000792612769058971,0.00100894180024605,0.0013983461316529
0.00478275917452585,0.0348111919126164,0.00600826949813215,0.00155487486872164,0.00297555193134403,0.00258234356649691,0.00435311547287357,0.00664277095834836,0.00192894696827486,0.00130854186376967
0.00300007811935295,0.00281599412685199,0.00626836180133197,0.000969134829523265,0.00712783148308249,1.58485880934141e-21,0.00376812754280046,0.0037796392283705,0.00139551364989269,0.000434323158881275
0.00126378474001446,0.0196721435867452,0.00111648607767756,0.000187405920781536,0.00263856863774886,0.00124437613726241,0.00252735269873225,0.00184915847105938,2.0537853952524e-12,0.000766082090953472
1.94675296585625e-21,0.0120362900745169,0.00552482586029495,0.00447091520488938,0.00947602380917454,0.00268725019269561,0.0129643568697456,0.00327520302401523,0.000642754980057227,0.00112433005168187
2.68870637961206e-05,0.196760336746408,0.0019409205456174,0.000319056618212185,0.000112457056354242,0.0034403133229443,0.000262679333849477,3.62043360400004e-05,4.49877157125517e-05,0.00209021048682878
0.00213881225236265,0.00198680768758657,0.000793867360113046,0.00087715184535664,0.00247173323094592,0.000920226921800865,0.00583099579375628,0.00134456356226583,0.0022664998434311,0.000362689718582336
1.94675296585625e-21,0.00462643726855298,0.00276583006845457,4.14171452642594e-05,0.00198293340753905,0.00108206325623885,0.00129388233337398,0.00492156502640412,0.00102810374890374,0.000356632776054241
0.000832857719177519,0.00259267358487588,0.00618032282695936,0.00538906322524091,0.00663785458490434,0.00395176812833837,0.0392089480807117,0.00161341751690513,0.00100172659976585,0.00184801354493868
1.65178261330084e-11,0.0545817088423588,0.00293030653567821,0.00218327099875588,0.00856890057513856,0.00114518971800872,0.00637416392919207,0.00109364489386686,5.3653529124485e-05,0.00230874497324245
0.009071742975473,0.00485128701870943,1.10342866932302e-13,0.00106537469639348,0.00609142549420661,0.000219460987719715,0.00603869460771941,0.0186882875183038,7.42864977524492e-20,0.0015347484773856
0.0038213923236798,0.00666391960881199,0.00243062980439323,4.15701182155551e-06,0.00558772544994452,0.000827989304519992,0.00104886537947637,0.00300337930575886,0.00383089291001596,0.00135207109073825
0.00780474737020219,0.00553624149398595,0.00476630642744713,0.00526581588374605,0.00969528489596476,0.00116813581124484,0.0109731353068126,1.17738975039844e-19,0.00360614033351132,0.00127567285565054
0.010518239862393,0.0775549910218039,0.0194395903570535,0.00492886919316564,0.00848845027232288,0.00339736875587564,0.00827305749418868,0.014252166969899,0.00798398038560388,0.00408213698623499
